"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"KIF5C"	"KIF5C"	1.78869470356646	8.79254697505144e-09	4010.66666666667	14405	7173.85822443721
"ADNP"	"ADNP"	1.7871022838553	9.027867604491e-09	6667.33333333333	20414.1666666667	11915.2066272246
"CDCA3"	"CDCA3"	1.78202766605514	1.00006197385613e-08	41823.3333333333	149853.75	74530.337086646
"ZNF614"	"ZNF614"	-1.77767366433844	1.09652644745455e-08	84672.4166666667	25146.0833333333	150519.925204224
"IQCH"	"IQCH"	-1.77688568619982	1.1100489457931e-08	161945.333333333	50360.25	287758.344746859
"NR4A1"	"NR4A1"	1.77619138432105	1.11890690271883e-08	28578.8333333333	101037.5	50761.477540614
"ZNF227"	"ZNF227"	1.77663296856562	1.11890690271883e-08	5438.66666666667	19359.5833333333	9662.51450503889
"AFTPH"	"AFTPH"	-1.77559466939213	1.13374265536662e-08	21758.9166666667	6938.83333333333	38635.0164450808
"CHCHD10"	"CHCHD10"	-1.77415495119427	1.1591313421559e-08	2528642.08333333	779421.083333333	4486202.87194403
"OSMR"	"OSMR"	1.77421912039389	1.1614841984721e-08	5783.75	20557.3333333333	10261.6398375781
"CHD6"	"CHD6"	-1.77214764791205	1.2045553421295e-08	51555.6666666667	16276.1666666667	91364.2534198712
"PSMG1"	"PSMG1"	-1.77113615768008	1.22682455649963e-08	57730.3333333333	17651.0833333333	102248.28076159
"LAPTM4B"	"LAPTM4B"	-1.76871335937409	1.28739080407406e-08	86437.3333333333	26410.4166666667	152882.866215338
"BMPER"	"BMPER"	1.76528477426951	1.37983207156937e-08	206756	740173.333333333	364983.218788866
"AKAP8"	"AKAP8"	1.76233569677743	1.47006821379044e-08	13212	46820.4166666667	23283.9792258234
"MAGIX"	"MAGIX"	1.7601952051127	1.53070493072742e-08	43634.6666666667	133187.083333333	76805.5310433576
"DCK"	"DCK"	1.75938023722695	1.55098911190464e-08	46725.8333333333	147858.666666667	82208.5077346269
"PACSIN2"	"PACSIN2"	-1.75965512127857	1.55098911190464e-08	12605.1666666667	4007.41666666667	22180.7460795699
"PCDHB13"	"PCDHB13"	-1.75458081639376	1.70981185731475e-08	131881.833333333	41106.5	231397.334797505
"SOCS5"	"SOCS5"	-1.75366035051678	1.74400225140099e-08	28266	9111.16666666667	49568.9634677072
"PALM"	"PALM"	1.75262507131941	1.76916889155928e-08	143866.583333333	479568.833333333	252144.180875064
"SLC29A2"	"SLC29A2"	1.75303006394308	1.7804330602308e-08	2164.33333333333	8113.16666666667	3794.14140172747
"ACOX1"	"ACOX1"	1.75132167582238	1.81298478845475e-08	10557.6666666667	37328.9166666667	18489.8704794408
"NOX4"	"NOX4"	-1.74857047455862	1.91935277814166e-08	19758	7004.41666666667	34548.2554363292
"ITM2C"	"ITM2C"	1.7464316399301	2.01689596681779e-08	3427.83333333333	11637.5833333333	5986.47658974041
"DEAF1"	"DEAF1"	1.74426707007294	2.08335344068377e-08	26045.25	90717.1666666667	45429.8719068171
"MARS"	"MARS"	1.73729886980014	2.41952885867734e-08	8209.75	26454.0833333333	14262.7893963417
"SNX16"	"SNX16"	-1.73488902672862	2.54394803631405e-08	21651.1666666667	6771.16666666667	37562.3714658725
"RAB32"	"RAB32"	-1.73307750440346	2.62080384394858e-08	120484.166666667	37889.8333333333	208808.398886797
"THSD7A"	"THSD7A"	-1.73023507130181	2.7797068701196e-08	62854.6666666667	18296.5833333333	108753.348661652
"COL18A1"	"COL18A1"	-1.7280155953174	2.96299294105902e-08	5900.75	1876.5	10196.5880240691
"ODF2"	"ODF2"	1.72600348099148	3.01412600393492e-08	544255.833333333	1834645.16666667	939387.462883251
"PER2"	"PER2"	-1.72448302733973	3.10449568811663e-08	222693.083333333	67878.6666666667	384030.442514286
"KYNU"	"KYNU"	1.72369931697869	3.16400097076448e-08	6433.5	22705.4166666667	11089.4195557824
"ZNF268"	"ZNF268"	-1.72317741641106	3.1700305698287e-08	183320	56904.4166666667	315892.883976476
"HSF4"	"HSF4"	-1.72211754492091	3.32001707875833e-08	5826.5	1719.16666666667	10033.9178754817
"DNTTIP2"	"DNTTIP2"	-1.71736993495921	3.57136387017519e-08	32756	11299.75	56254.1695895239
"FAIM"	"FAIM"	-1.71617400422099	3.64543974477847e-08	79426.3333333333	25352.25	136309.408517258
"ZNF613"	"ZNF613"	-1.714459824137	3.76975702843197e-08	70472	22205.25	120821.412726582
"ZNF277"	"ZNF277"	-1.71381785335336	3.81631897186838e-08	32958.8333333333	10624.0833333333	56485.4369923644
"AFAP1L2"	"AFAP1L2"	1.71334010286405	3.85218850927589e-08	6119.5	20900.3333333333	10484.7847594766
"PCDH18"	"PCDH18"	-1.71247431132927	3.88976402968501e-08	82065.5833333333	26950.5	140535.203302585
"SNHG12"	"SNHG12"	1.71238867933663	3.91424679263792e-08	4211.08333333333	14030.1666666667	7211.01142774316
"KIFAP3"	"KIFAP3"	-1.71107547066857	3.99635056700371e-08	21831.3333333333	7013.41666666667	37355.0589586558
"MYOM1"	"MYOM1"	-1.71020202098571	4.07903776237877e-08	12212	3930.66666666667	20884.9870802775
"CDK14"	"CDK14"	-1.70195570597859	4.78252615746586e-08	69312.4166666667	22179.4166666667	117966.663040999
"MORF4L2"	"MORF4L2"	1.70211052510907	4.78252615746586e-08	18762.1666666667	64884	31935.2813571839
"GNL3L"	"GNL3L"	-1.70113304820098	4.84583469463639e-08	111215.583333333	35474	189192.504283283
"ABHD8"	"ABHD8"	1.7004116800039	4.90196132771645e-08	59387.6666666667	191128	100983.482048179
"OSCP1"	"OSCP1"	-1.7002746324679	4.9547715857195e-08	10392.8333333333	3376.83333333333	17670.6708761334
"UIMC1"	"UIMC1"	1.69638527991565	5.29949693365143e-08	160499.083333333	546658.416666667	272268.282406622
"RELA"	"RELA"	1.69375362581362	5.5917427759086e-08	24252.8333333333	77171.3333333333	41078.3243945867
"CRY1"	"CRY1"	-1.69011310044653	6.01638198726276e-08	81963.75	26727.8333333333	138528.007636724
"ESRP1"	"ESRP1"	-1.68886365960771	6.15306491628083e-08	145044.083333333	46196.75	244959.681382779
"ELP2"	"ELP2"	-1.68816535594245	6.224840217412e-08	117377.666666667	36978.8333333333	198152.910428027
"HSPA14"	"HSPA14"	1.68679095572603	6.50529967555002e-08	2100.08333333333	6862.75	3542.40157293764
"FAM114A1"	"FAM114A1"	-1.68284320049148	6.90977082366664e-08	576350.833333333	190574.833333333	969908.080972599
"RCL1"	"RCL1"	-1.68246185687292	6.96326931627175e-08	39574.6666666667	12671.5833333333	66582.8671651269
"ZNF341"	"ZNF341"	-1.67813220258761	7.55352502320615e-08	327846.416666667	115173	550169.629311288
"ZNF207"	"ZNF207"	1.67831231776137	7.55352502320615e-08	13309.75	44480.4166666667	22337.9173713245
"THBS3"	"THBS3"	-1.67709277034543	7.69633888777672e-08	234112.083333333	77624.25	392627.682408841
"CAMK2B"	"CAMK2B"	-1.67734127349965	7.69742358389213e-08	14700.5833333333	4746.66666666667	24657.8951695211
"IFITM1"	"IFITM1"	-1.67538298225259	7.93415537836057e-08	72322.4166666667	23702.75	121167.746118714
"RASGEF1A"	"RASGEF1A"	-1.67447621647655	8.05141552121536e-08	301219.583333333	92880	504385.028228643
"DYNC1LI1"	"DYNC1LI1"	1.674023384904	8.10736957373482e-08	35181.8333333333	117124.666666667	58895.2117237949
"ALDH18A1"	"ALDH18A1"	-1.67224343528159	8.38053236555864e-08	489598.25	162253.416666667	818727.459487856
"CYB5R2"	"CYB5R2"	1.67092894594878	8.64800552706527e-08	5324.91666666667	17647.8333333333	8897.55739309842
"AK2"	"AK2"	-1.66805696176198	9.20027261655477e-08	10933.8333333333	3411.25	18238.2568104118
"KIAA1257"	"KIAA1257"	1.66542603491047	9.74480462623721e-08	2218.41666666667	7341.5	3694.60887294596
"IL15"	"IL15"	-1.66409024198309	9.80738789029408e-08	1815334.5	566642.416666667	3020880.42738526
"UHRF1BP1"	"UHRF1BP1"	-1.6647229236069	1.00026909244145e-07	2488.58333333333	923.833333333333	4142.80172230607
"POLD1"	"POLD1"	-1.66247911319504	1.00976853509327e-07	57504.6666666667	19526.1666666667	95600.3072445766
"UBA1"	"UBA1"	1.66211867257814	1.01379797748572e-07	23120.4166666667	71508.25	38428.8762594535
"NQO1"	"NQO1"	-1.66115416996662	1.0375325302919e-07	16787.6666666667	5559.66666666667	27886.902487343
"MSTO1"	"MSTO1"	-1.6605326556288	1.04115053098309e-07	82929.5	28162.1666666667	137707.142864969
"APH1B"	"APH1B"	1.65650978430462	1.12502519087329e-07	26001.5	86427.4166666667	43071.7391565965
"NBPF14"	"NBPF14"	-1.65695374822235	1.12502519087329e-07	13911	4453	23049.8835915211
"SLC30A4"	"SLC30A4"	-1.65634040908546	1.12651910865086e-07	46749.5833333333	15778.5	77433.2239829083
"LHFPL2"	"LHFPL2"	1.65484040684705	1.15331652496779e-07	39730.8333333333	128198.833333333	65748.1883977058
"LAG3"	"LAG3"	-1.6551302469776	1.15331652496779e-07	21230.0833333333	6619.16666666667	35138.553070855
"DCPS"	"DCPS"	1.65462087692109	1.15634848922954e-07	18879.6666666667	61182.75	31238.6906159778
"CACNA2D1"	"CACNA2D1"	1.6539173227882	1.16736690767555e-07	555172.416666667	1884847.08333333	918209.277059189
"KPTN"	"KPTN"	-1.65363868742092	1.16950979441475e-07	913712.333333333	329213.5	1510950.06357364
"STX5"	"STX5"	1.65360834785567	1.16950979441475e-07	24436.8333333333	77089.9166666667	40408.9515951578
"PADI2"	"PADI2"	-1.65319017475096	1.17576160871942e-07	84773.1666666667	29030.3333333333	140146.166215859
"HDAC8"	"HDAC8"	1.65036547915566	1.25981859839619e-07	2759.66666666667	8904.91666666667	4554.45860064324
"TBL1X"	"TBL1X"	-1.64850542994024	1.28652153671602e-07	412364.833333333	139068.916666667	679785.666866401
"TSSK4"	"TSSK4"	-1.64815431013701	1.29443159140157e-07	53571.3333333333	18493.0833333333	88293.8239331199
"MAP1A"	"MAP1A"	-1.64682439223184	1.32554163059637e-07	88335.3333333333	28885.0833333333	145472.781629264
"CDCA4"	"CDCA4"	-1.6460931515561	1.34267819337903e-07	65507.4166666667	21119.4166666667	107831.309951132
"WWP2"	"WWP2"	-1.65165891694538	1.3659937523409e-07	952.75	299.75	1573.61803311971
"CUL9"	"CUL9"	-1.64383968648072	1.39699394014849e-07	108781.583333333	34610.3333333333	178819.483841543
"POLR3GL"	"POLR3GL"	1.64124225626128	1.47454494552849e-07	8808.33333333333	29951.3333333333	14456.6088739014
"MDM2"	"MDM2"	-1.63728633491761	1.598164599566e-07	20031.5833333333	6562.5	32797.43765843
"FHOD3"	"FHOD3"	-1.63237661937587	1.75406674608461e-07	72667.1666666667	24067.5	118620.183862956
"AASS"	"AASS"	-1.63293446016841	1.76596398691544e-07	5396	1778.58333333333	8811.31434706872
"PLD1"	"PLD1"	1.63082761366098	1.80542610628381e-07	8652.66666666667	27364.25	14111.0077318039
"HNRNPL"	"HNRNPL"	-1.63042526038719	1.81306074023877e-07	36956.75	12080.4166666667	60255.2187418141
"SMO"	"SMO"	-1.62578004862521	1.98203667036768e-07	206103.833333333	76529.0833333333	335079.50017851
"PFKP"	"PFKP"	-1.62437345930185	2.03801446662164e-07	53385.5833333333	17751.8333333333	86718.124676014
"CACYBP"	"CACYBP"	-1.62356701072765	2.06244580659726e-07	167145.333333333	59970.9166666667	271371.649197076
"ZFC3H1"	"ZFC3H1"	1.62335902178496	2.06456346954043e-07	122221.75	379052.166666667	198409.780520846
"SNORD104"	"SNORD104"	1.6222226438778	2.10644301207087e-07	1038529.33333333	3241279.83333333	1684725.80086465
"TMEM100"	"TMEM100"	1.61973945865136	2.20270679955335e-07	217163.416666667	713366.083333333	351748.154950546
"PAN2"	"PAN2"	-1.61971390787813	2.20270679955335e-07	47376.75	16608.4166666667	76736.7808850653
"GBF1"	"GBF1"	-1.62006079890707	2.20270679955335e-07	18838.9166666667	6409.25	30520.1903855437
"ARID4B"	"ARID4B"	-1.62005237472663	2.20689588153124e-07	9253.91666666667	3074.33333333333	14991.8296713557
"TRIM28"	"TRIM28"	1.61822248500351	2.25669512892916e-07	26284.0833333333	85063.6666666667	42533.4946477061
"DCTN3"	"DCTN3"	-1.61699684729985	2.31233206469271e-07	33603.4166666667	11027.5833333333	54336.6188085033
"TMEM87B"	"TMEM87B"	-1.61683652088523	2.33668453169895e-07	9038.25	3020.75	14613.372684891
"CBR1"	"CBR1"	1.61403311193868	2.44126094854252e-07	12219.25	38797.3333333333	19722.2741030567
"SIN3A"	"SIN3A"	-1.61309044782674	2.48290859404219e-07	32680.8333333333	11032.5	52717.1400770177
"AKTIP"	"AKTIP"	1.60506184911702	2.91465283872174e-07	9633.58333333333	31679.0833333333	15462.4970786229
"R3HDM2"	"R3HDM2"	1.60379709945596	2.97244214326153e-07	57190.75	182611.583333333	91722.3589657108
"COL12A1"	"COL12A1"	-1.60366816501009	2.97669136813028e-07	53484.5	17666.5833333333	85771.3899714823
"NRSN2"	"NRSN2"	1.60323322894804	2.98832642008811e-07	288244	931002.666666667	462122.358844898
"MFF"	"MFF"	1.601892583087	3.07140215851563e-07	12426.6666666667	40299.6666666667	19906.1851658278
"TEX264"	"TEX264"	1.60102487471787	3.10959831997359e-07	53627.1666666667	172949.5	85858.4277939742
"SLC15A3"	"SLC15A3"	-1.59921953885348	3.2220979777591e-07	35361.9166666667	12897.1666666667	56551.4680646417
"IPP"	"IPP"	1.59794170736324	3.3028253124649e-07	8517.75	25523.75	13610.8679778932
"ZSCAN5A"	"ZSCAN5A"	-1.59730778819463	3.3332341659191e-07	35053.75	11818.6666666667	55991.6278804277
"PLAGL2"	"PLAGL2"	1.59684017373397	3.34957814518201e-07	26666.5	81164.3333333333	42582.138492877
"CBR3"	"CBR3"	1.59645924796972	3.36144283913636e-07	3056900.91666667	9638541.08333333	4880217.7385396
"EIF3B"	"EIF3B"	1.5960380556478	3.38445566595762e-07	36800.75	116623.166666667	58735.3974763807
"SLC41A1"	"SLC41A1"	-1.59224183875649	3.65568941318433e-07	26218.25	9189.33333333333	41745.7945889773
"MNS1"	"MNS1"	1.5896252536265	3.8555375694595e-07	5161.41666666667	16140.6666666667	8204.71827782205
"EIF3J"	"EIF3J"	-1.58918108646159	3.8963595481856e-07	10892.5	3652.08333333333	17310.1549842828
"ARPC1B"	"ARPC1B"	1.5879639901683	3.94407752620354e-07	16751.6666666667	52399.3333333333	26601.0434419693
"BRMS1"	"BRMS1"	-1.5858785438918	4.09558673639657e-07	149432.083333333	53189.5833333333	236981.134727385
"MOCS1"	"MOCS1"	-1.58490729581452	4.15640120179403e-07	230991.25	81226	366099.717394315
"AKAP7"	"AKAP7"	-1.5853753788942	4.15640120179403e-07	9124.25	3284.75	14465.3613008754
"MAP3K7"	"MAP3K7"	1.58466125304657	4.16888580836278e-07	20078	64965.25	31816.828638669
"NOX1"	"NOX1"	-1.58280907270975	4.31181622838091e-07	78264.3333333333	29390.5833333333	123877.49686958
"NCAM1"	"NCAM1"	-1.58088817155244	4.46412403591599e-07	1648423.5	574778.333333333	2605973.21285907
"PCDHB10"	"PCDHB10"	1.57954691829145	4.58592776478609e-07	13581.0833333333	39019.75	21451.958326226
"MRM1"	"MRM1"	1.57877819096742	4.64610313167054e-07	12669.3333333333	38745.5833333333	20002.0671607632
"FAM161A"	"FAM161A"	1.57833050796695	4.66230134956878e-07	219429.25	704832.083333333	346331.879615308
"PANK1"	"PANK1"	1.5774995640212	4.73100554810614e-07	49551.3333333333	151522.166666667	78167.2067300027
"IPO8"	"IPO8"	-1.57628728716606	4.83347505611422e-07	193891.75	66022.75	305629.10061138
"CYP2E1"	"CYP2E1"	1.5760571071075	4.86763546060292e-07	6632.75	18930.0833333333	10453.5927771673
"CABP1"	"CABP1"	-1.5722805612671	5.22118672636629e-07	33767.8333333333	12302	53092.5079461072
"NIPAL2"	"NIPAL2"	1.56765492323584	5.71921396912089e-07	8490.25	25898	13309.7822120031
"RASSF8"	"RASSF8"	1.56535662276629	5.94772594756035e-07	62589.4166666667	189877.666666667	97974.7578942454
"TTLL4"	"TTLL4"	-1.56490499313702	6.00164340952966e-07	32925.3333333333	11600.9166666667	51525.0185340341
"ACVR2B"	"ACVR2B"	-1.56087453448302	6.48058380284471e-07	40327.8333333333	14984.75	62946.6880808754
"SUMF1"	"SUMF1"	-1.560184679437	6.58155446729753e-07	17671.4166666667	6130.75	27570.673547281
"ZNF688"	"ZNF688"	1.55931803826437	6.63743977739626e-07	53858.1666666667	147161.083333333	83982.0107911821
"DOLK"	"DOLK"	-1.55586630208422	7.1082923944505e-07	30659	10781.75	47701.3049556001
"ZNF677"	"ZNF677"	-1.55434169473427	7.39593495707368e-07	7174.66666666667	2545.33333333333	11151.8835458201
"PTGES"	"PTGES"	-1.5528208872115	7.49639551586148e-07	69898.3333333333	25017.1666666667	108539.591981272
"PEX13"	"PEX13"	-1.55233057686657	7.54206251252797e-07	271993.25	99995.5833333333	422223.438676312
"KALRN"	"KALRN"	-1.55005385267733	7.88260567498809e-07	47484.25	17330.1666666667	73603.1446539934
"ZFPM2"	"ZFPM2"	1.5503550517011	7.92612722788767e-07	2316.91666666667	7046.58333333333	3592.04345853713
"SCMH1"	"SCMH1"	1.54871472317755	8.0412561849142e-07	57618.8333333333	169235.083333333	89235.1355156465
"EXOSC7"	"EXOSC7"	-1.54000410526391	9.53001681026525e-07	47001.8333333333	18047.8333333333	72383.0162882633
"SLC25A42"	"SLC25A42"	-1.53791957976138	9.88438657955654e-07	247515.083333333	88630.3333333333	380658.292944604
"GORAB"	"GORAB"	-1.53803924329581	9.88438657955654e-07	18758	7043	28850.5401257429
"CPAMD8"	"CPAMD8"	-1.5331679825115	1.08380823832215e-06	30185.8333333333	10469.4166666667	46279.953192095
"ECHDC1"	"ECHDC1"	-1.53253680636876	1.08978303602818e-06	559022.416666667	191404.166666667	856722.42912688
"PIR"	"PIR"	1.53251154259896	1.08978303602818e-06	23778	71393.3333333333	36440.0594599181
"LYL1"	"LYL1"	-1.53230501169347	1.09489739323697e-06	21195	8011.66666666667	32477.2047228431
"TMEM135"	"TMEM135"	-1.52845268778838	1.19093136571969e-06	5930.16666666667	2196	9063.9791806997
"AP1S3"	"AP1S3"	-1.52428567700665	1.27173732078728e-06	37995.5833333333	13972.8333333333	57916.1234645126
"ARID2"	"ARID2"	-1.52006990803608	1.37485480658889e-06	93902.0833333333	32893	142737.731176896
"NDUFS3"	"NDUFS3"	-1.51598964442179	1.49293232084322e-06	14260.75	5290.58333333333	21619.149321688
"ADAT1"	"ADAT1"	1.51303745691618	1.56336810294941e-06	49062.1666666667	140753.666666667	74232.895884131
"KLF6"	"KLF6"	-1.51329719187271	1.56336810294941e-06	18739.4166666667	6804.5	28358.3066189993
"MRPS10"	"MRPS10"	-1.51394656708336	1.57479350427749e-06	3930.25	1372.91666666667	5950.18849527938
"HAT1"	"HAT1"	1.51196562744746	1.610819605011e-06	2322	6639.66666666667	3510.78418693301
"SEPT7"	"SEPT7"	1.51083229479097	1.62063174934915e-06	29345	84868.5	44335.373690641
"PSME2"	"PSME2"	1.50591207878488	1.7770103851772e-06	44522.5	121974.166666667	67046.9705276998
"CD226"	"CD226"	1.50466377525285	1.81610704254484e-06	40003.75	119845.833333333	60192.1934992714
"SERTAD4"	"SERTAD4"	1.50299398313076	1.92001767809185e-06	1324.25	4230.16666666667	1990.3397821609
"SRF"	"SRF"	1.50128549948595	1.94360051225036e-06	4119.91666666667	11972	6185.17115075716
"PRF1"	"PRF1"	1.50054568622444	1.94916734955554e-06	18077.5833333333	49725	27126.2396881961
"ADRA2B"	"ADRA2B"	-1.50103745813792	1.94916734955554e-06	11643.8333333333	4232.5	17477.8299896483
"CCDC36"	"CCDC36"	1.49915150941375	1.99542896277205e-06	41480.6666666667	118602.25	62185.8040448218
"WWC3"	"WWC3"	-1.49789206923961	2.03904370401212e-06	158783.75	57659.8333333333	237840.919849124
"CDR2"	"CDR2"	1.49709097919379	2.06499463097486e-06	118457.416666667	351217.333333333	177341.529910267
"FASTKD3"	"FASTKD3"	-1.49642405546258	2.0864123019559e-06	601171.666666667	224065.166666667	899607.74346253
"OMA1"	"OMA1"	1.49580480753195	2.10667193532009e-06	126823.583333333	402801.5	189703.325658428
"FAM160B2"	"FAM160B2"	-1.4928502238843	2.22515817749562e-06	159949.75	56066.5833333333	238781.020097738
"POLR3D"	"POLR3D"	-1.49142645885742	2.28041211689542e-06	233266	96672	347899.084351835
"NOL9"	"NOL9"	1.48971173212024	2.35151457769927e-06	64619.5833333333	192180.666666667	96264.5514163883
"MMP9"	"MMP9"	1.48954827089803	2.35344504482172e-06	61638	180051.25	91812.776321613
"TKT"	"TKT"	1.48902741987247	2.37172763960953e-06	52237.5	152659.75	77783.0698455882
"GRK6"	"GRK6"	1.48832476348081	2.39736119249957e-06	113130.083333333	318363	168374.304519647
"SLC9A7"	"SLC9A7"	-1.48754261013408	2.42785772225691e-06	302971.5	116499.916666667	450683.015906237
"AGPAT5"	"AGPAT5"	-1.487189118226	2.44813255919175e-06	26171.9166666667	9363.58333333333	38922.5896697844
"ANAPC5"	"ANAPC5"	1.48556084036782	2.51016542046679e-06	86438.5	248943.166666667	128409.650700134
"OPN1SW"	"OPN1SW"	-1.48534083315045	2.5295506777744e-06	15192.4166666667	5773.25	22565.9168292354
"CCR1"	"CCR1"	-1.48475599796783	2.53642104816389e-06	2530986.33333333	883279.666666667	3757897.13919127
"FLT3LG"	"FLT3LG"	-1.48183047791155	2.67751044067845e-06	129883.916666667	50623.1666666667	192465.94630719
"PTCD2"	"PTCD2"	-1.47902369344715	2.81600397927839e-06	3104883.25	1171562	4592195.89213718
"PIAS1"	"PIAS1"	1.47960608566467	2.82411920468027e-06	2141.25	5994.33333333333	3168.20653092948
"UGP2"	"UGP2"	-1.47887815255519	2.82858707729499e-06	15577.5833333333	5761.25	23037.3476612746
"NUP62"	"NUP62"	1.47798936338193	2.85445168008994e-06	46283.1666666667	127411.333333333	68406.0280369663
"PDLIM3"	"PDLIM3"	1.47667059410046	2.91884534400547e-06	42488.0833333333	124463.083333333	62740.9032580232
"OXR1"	"OXR1"	-1.47680177986539	2.91884534400547e-06	20183.0833333333	7633.08333333333	29806.4133898382
"RPL18A"	"RPL18A"	-1.4749984712527	2.98990621000118e-06	63006.1666666667	23649.0833333333	92933.9995128262
"TMCO4"	"TMCO4"	1.47512290896686	2.98990621000118e-06	43702.0833333333	117342	64465.9442945789
"TTC23"	"TTC23"	-1.47559676584286	2.98990621000118e-06	7767.33333333333	2918.66666666667	11461.4519458901
"ACADSB"	"ACADSB"	1.47538765586448	2.99044131622391e-06	3179.5	10297.75	4690.99505182112
"NFIC"	"NFIC"	1.47462969549356	2.99494859521432e-06	55885.8333333333	159079.083333333	82410.9093907375
"PPP1R13L"	"PPP1R13L"	-1.47387610264396	3.03235975844839e-06	98837.5	36106.5	145674.229295072
"MAPK10"	"MAPK10"	1.47310502423062	3.06918169497802e-06	54934.4166666667	148842.583333333	80924.1651948448
"CDC40"	"CDC40"	1.4729677080895	3.06985251377167e-06	76985.5833333333	220985.75	113397.278238433
"TLR2"	"TLR2"	1.47243559912941	3.09468338523376e-06	53033.0833333333	154097	78087.7998315965
"PRMT7"	"PRMT7"	1.4721809194589	3.10342638184925e-06	41883	117237.166666667	61659.3534496972
"VCAN"	"VCAN"	1.46712200442739	3.40601823780514e-06	88926.4166666667	254623.583333333	130465.902666546
"HBEGF"	"HBEGF"	1.46602690431217	3.47946747384899e-06	10415.3333333333	29829.25	15269.158884046
"MBD5"	"MBD5"	1.46601029567266	3.52098523421611e-06	2151	6336.25	3153.38814599189
"FIZ1"	"FIZ1"	-1.46521530089541	3.52798877460928e-06	14273.6666666667	5536.91666666667	20913.9947998808
"IQSEC2"	"IQSEC2"	1.46369540288492	3.6410217423725e-06	3255.91666666667	9710.75	4765.6702571764
"DGUOK"	"DGUOK"	-1.46183723211748	3.76237591143592e-06	8519.5	3276.41666666667	12454.1222990249
"CASP10"	"CASP10"	-1.45913400062224	3.91886612699482e-06	32333.6666666667	12056.8333333333	47179.1523981194
"FAM149B1"	"FAM149B1"	-1.45792152023999	3.99338965803964e-06	54486.8333333333	21818.75	79437.5268863963
"PIK3CB"	"PIK3CB"	-1.4556079450888	4.16635818497872e-06	34669.25	13265.5833333333	50464.8357502697
"NUP153"	"NUP153"	1.45282077689113	4.3824987240271e-06	12475.6666666667	34141.9166666667	18124.9077389014
"ISYNA1"	"ISYNA1"	1.45180837904399	4.44568538680257e-06	93782.5833333333	275767.75	136154.340291725
"GOLT1A"	"GOLT1A"	1.45150217409534	4.46352674788112e-06	44168.25	128893.916666667	64110.3109009867
"WDR35"	"WDR35"	-1.45102521618997	4.52058552344575e-06	14931.0833333333	5645.08333333333	21665.3784217005
"CASP6"	"CASP6"	1.44828564317069	4.71673554139773e-06	778376.583333333	2155044.41666667	1127311.63062192
"GATA2"	"GATA2"	1.44667106942138	4.85087153549406e-06	866518.75	2508683.58333333	1253567.60673618
"CDCP1"	"CDCP1"	-1.44528222032633	4.98191234639338e-06	35367.0833333333	13235.5833333333	51115.4167264664
"DOK3"	"DOK3"	-1.44425467276816	5.10744629640233e-06	9762.25	3583.25	14099.175179231
"RABGEF1"	"RABGEF1"	-1.44254582248139	5.20644762996283e-06	611794.75	228195.916666667	882541.960828545
"DNAJB12"	"DNAJB12"	1.44168549158283	5.2809003724454e-06	80646.4166666667	229228.916666667	116266.768856477
"ARGLU1"	"ARGLU1"	1.44136718637439	5.3002275885966e-06	128825.166666667	366238.166666667	185684.368012545
"USP10"	"USP10"	-1.44059473219655	5.37072101313901e-06	82671.1666666667	31507.4166666667	119095.647204543
"PDGFA"	"PDGFA"	1.43928352930792	5.47472554270315e-06	234360.5	724866.333333333	337311.207570368
"ZNF512"	"ZNF512"	-1.43933012829038	5.47472554270315e-06	155373.5	63322.4166666667	223633.759687926
"ANKS3"	"ANKS3"	-1.43783684663961	5.63132837138695e-06	27458.5	10302.0833333333	39480.8430534538
"ARRDC3"	"ARRDC3"	1.43551181247352	5.84853164480312e-06	129064.083333333	351673.166666667	185273.016191067
"CHMP4B"	"CHMP4B"	-1.43532757726539	5.86656942469742e-06	40085.75	15970.8333333333	57536.182430366
"DGKI"	"DGKI"	1.43499592740249	5.88418497025983e-06	38017.8333333333	105386.5	54555.436002
"ARF1"	"ARF1"	1.4344227598083	5.9729297091654e-06	4656.75	13170.5833333333	6679.74818673731
"PPL"	"PPL"	1.43159266306663	6.2527132684133e-06	12497.5833333333	34941	17891.4486060638
"CDK19"	"CDK19"	1.43083445882561	6.32191044865053e-06	20550.5833333333	56938.3333333333	29404.4827823005
"ZNF841"	"ZNF841"	-1.42858764470384	6.56998690616584e-06	140089.083333333	54456.4166666667	200129.533607886
"UBR2"	"UBR2"	-1.42538537697119	6.95378554680237e-06	230313.25	90711.5833333333	328285.13867271
"VAMP2"	"VAMP2"	1.4249781213555	7.00910344857845e-06	11548.3333333333	31077	16456.1223381204
"ARHGEF1"	"ARHGEF1"	-1.42420111912741	7.07746382429411e-06	430126.583333333	171764.333333333	612586.76134978
"MRC1"	"MRC1"	-1.42457752283433	7.08759832370795e-06	8762.41666666667	3351.91666666667	12482.7418290422
"C20orf194"	"C20orf194"	-1.42339841018977	7.18821514259215e-06	18387.8333333333	7065.75	26173.2127335012
"CXXC5"	"CXXC5"	1.42211079503227	7.32239080082065e-06	18476.75	47085.4166666667	26275.9856321124
"TNPO3"	"TNPO3"	-1.42122692041444	7.43914291657094e-06	29121.1666666667	11037.0833333333	41387.7860205424
"KIF16B"	"KIF16B"	1.41581506374139	8.17480327476477e-06	239701.416666667	714735.666666667	339372.876516818
