"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"KIF9"	"KIF9"	-2.36633799128124	3.0673372001871e-57	202407.515151515	41704.0303030303	478964.592823864
"OLA1"	"OLA1"	2.36612751708677	3.10495598002628e-57	141811.848484848	798645	335544.91694894
"ZNF469"	"ZNF469"	-2.36176376080857	4.79656095119081e-57	2100879.57575758	448543.515151515	4961781.24784712
"ZBTB39"	"ZBTB39"	-2.36063515178675	5.35820649025164e-57	803037	167085.575757576	1895677.37038538
"EML2"	"EML2"	2.35960578962772	5.95654870214344e-57	33805.0303030303	195216.03030303	79766.5452215707
"SLC2A6"	"SLC2A6"	2.35730988601443	7.44410804442258e-57	70232.3939393939	406006.848484849	165559.516551793
"CCDC148"	"CCDC148"	-2.34326824774643	3.06219864742332e-56	122990.696969697	26489.9090909091	288200.194977293
"RDH11"	"RDH11"	-2.34177162331609	3.50604885116125e-56	175419203.878788	36339998.2727273	410791713.828045
"ZNF324B"	"ZNF324B"	-2.34014807381713	4.11839045693338e-56	607875.363636364	129699.03030303	1422518.36133452
"TAF5"	"TAF5"	-2.33291464091053	8.49223196263698e-56	215270.242424242	47318.2121212121	502207.100303875
"RNF165"	"RNF165"	2.32884213487457	1.27309231826171e-55	35094.3333333333	188369.242424242	81729.1621619999
"SYT1"	"SYT1"	-2.32683482344821	1.55049841685405e-55	164069.151515152	34895.3939393939	381761.815199055
"HHAT"	"HHAT"	2.32589033241619	1.69251244466905e-55	47199.2727272727	259591.545454545	109780.332133439
"LEAP2"	"LEAP2"	2.30854047755851	9.45472715722067e-55	111124.545454545	630445.363636364	256535.511232109
"PTBP2"	"PTBP2"	-2.30723097180793	1.07185076826324e-54	846865.909090909	183281.878787879	1953915.25442282
"SHC3"	"SHC3"	-2.29856142290576	2.53257406238951e-54	230094.393939394	50603.4242424242	528886.097535972
"CLCN3"	"CLCN3"	-2.2923354861973	4.66096739240266e-54	359685.909090909	79026.1515151515	824520.773294227
"ANLN"	"ANLN"	-2.28720357127964	7.73381286548068e-54	188723.272727273	42560.5757575758	431648.543365399
"ENTPD6"	"ENTPD6"	-2.28462546770757	1.00078679638978e-53	88308.2121212121	19687.3939393939	201751.190419844
"PELI2"	"PELI2"	-2.28190403360917	1.30499541146198e-53	87242.303030303	19171.4545454545	199078.563186202
"CHCHD2"	"CHCHD2"	2.27663972149469	2.16613688989522e-53	36542.1212121212	194454.363636364	83193.2446591887
"BCKDK"	"BCKDK"	2.27621945768772	2.24109433976015e-53	69847.3333333333	369857	158987.859200934
"C16orf46"	"C16orf46"	2.26240128960201	8.72572824234584e-53	25473.8181818182	137627.242424242	57631.9991056325
"CYP1B1"	"CYP1B1"	2.25851065508534	1.26372131942431e-52	80206.7878787879	411945.939393939	181147.885034412
"ADAM10"	"ADAM10"	2.2550184426268	1.78407355843693e-52	25674.2727272727	134999.96969697	57895.9585010303
"FKBPL"	"FKBPL"	2.23858657887709	8.74581416388942e-52	209577.303030303	1079518.54545455	469156.937800894
"PTCH2"	"PTCH2"	-2.23221863195157	1.6373766595968e-51	98243.2424242424	22300.4242424242	219300.396202729
"CST6"	"CST6"	-2.2318324537751	1.69509926148563e-51	90346.6060606061	20592.696969697	201638.487494495
"PDE8B"	"PDE8B"	2.22724214639462	2.60357690755204e-51	158626.818181818	803773.787878788	353300.335003022
"BLVRA"	"BLVRA"	-2.22353791778877	3.74776091716126e-51	115013.424242424	26540.3333333333	255736.709857756
"CCL28"	"CCL28"	-2.21505833782135	8.41065729109729e-51	471966.545454545	108291.242424242	1045433.43168183
"SLC43A3"	"SLC43A3"	-2.21400252941751	9.27281730798618e-51	605684.03030303	140636.090909091	1340985.9751187
"ARFIP2"	"ARFIP2"	-2.21362327426067	9.66941272429065e-51	111276.03030303	25805.7272727273	246323.210546123
"NPTXR"	"NPTXR"	-2.21115122248058	1.20979829365558e-50	10091093.0606061	2355487.75757576	22312932.7571244
"UBA1"	"UBA1"	2.21069919878711	1.26975931173949e-50	29706.3333333333	150563.060606061	65671.7672989029
"SLC25A30"	"SLC25A30"	2.20899208273978	1.47889175680712e-50	13693097.0909091	73772767.3333333	30247943.0620053
"APH1B"	"APH1B"	2.19108832859251	8.32802839270744e-50	23680.9393939394	113695.545454545	51887.0299161672
"GNL2"	"GNL2"	2.19100889757862	8.34528408850866e-50	28927.2121212121	141008.545454545	63379.7791397199
"GRB2"	"GRB2"	-2.19020596279623	8.91255024016521e-50	845570.060606061	209931.939393939	1851972.58870137
"CBWD2"	"CBWD2"	-2.1872591710892	1.18881979159973e-49	113546.484848485	26770.8787878788	248355.590329789
"NCAM1"	"NCAM1"	-2.17687132960161	3.16594387941174e-49	1488257.51515152	353665.878787879	3239745.11579747
"CMTM4"	"CMTM4"	2.17573031795054	3.53635991383309e-49	41398.0909090909	197848.03030303	90071.0814961819
"MTMR4"	"MTMR4"	-2.17383069495134	4.24010802312218e-49	118932.03030303	28363.3939393939	258538.09808561
"TMEM100"	"TMEM100"	2.16890554273727	6.69499250727526e-49	228332.696969697	1087194.33333333	495232.052045726
"VRK1"	"VRK1"	-2.15395194752606	2.78736399582744e-48	108028.212121212	25961.9393939394	232687.577886243
"CDK19"	"CDK19"	2.15230278760429	3.25894560821668e-48	17892.8181818182	85997.2121212121	38510.762450824
"CNTLN"	"CNTLN"	-2.14859859123222	4.54996545231726e-48	851416.878787879	209039.696969697	1829353.10631497
"PALLD"	"PALLD"	2.14626043427377	5.69980508341639e-48	27249.1212121212	131793.666666667	58483.710726306
"NUP62CL"	"NUP62CL"	-2.14339589992054	7.47448337474245e-48	81783.7272727273	20539.8181818182	175294.905716583
"NHLRC4"	"NHLRC4"	-2.1424923385486	8.02773260635273e-48	444365.484848485	108086.545454545	952049.646803314
"SMYD2"	"SMYD2"	-2.14203085027617	8.39522148005477e-48	162087.484848485	39412.0303030303	347196.392989125
"TUBB6"	"TUBB6"	2.13127931660354	2.29223204099451e-47	107101.515151515	505952.939393939	228263.244019325
"RAB4B"	"RAB4B"	2.12643548451686	3.59825010684299e-47	152730.393939394	708505.333333333	324771.329236966
"MAF"	"MAF"	2.12087171219214	6.04451246533278e-47	133000.878787879	630504.03030303	282077.801517908
"FBXO31"	"FBXO31"	2.11915074827823	7.06626477183014e-47	1036257.72727273	4947334.81818182	2195986.3381591
"ARHGAP31"	"ARHGAP31"	-2.11885443591025	7.30749307187451e-47	115390.060606061	28729.2121212121	244494.741775104
"CSRP1"	"CSRP1"	-2.1182952938972	7.61470919843466e-47	621766.242424242	160825	1317084.50523142
"CCDC157"	"CCDC157"	-2.10444797747984	2.79458924532906e-46	91983.4242424242	23181.6666666667	193574.33110864
"PEX16"	"PEX16"	-2.10435967621272	2.80349634475165e-46	116075.151515152	28178.3636363636	244263.868258767
"CCDC113"	"CCDC113"	-2.09048987058574	1.01263596511484e-45	131491.787878788	33515.1515151515	274882.250625814
"JAK1"	"JAK1"	2.09006688520113	1.04349510018618e-45	107728.848484848	506756.333333333	225160.498799032
"SLC9A7"	"SLC9A7"	-2.08673273299386	1.4196122273343e-45	265925.939393939	65616.6666666667	554916.362285474
"SLPI"	"SLPI"	2.08571945474375	1.54804048454175e-45	613071.787878788	2745128	1278695.75513332
"PCDH17"	"PCDH17"	-2.0815367865706	2.28129225750601e-45	233557.212121212	60500.5454545455	486157.928799177
"ZNF304"	"ZNF304"	2.08102340118678	2.37860436854927e-45	122741.757575758	538554.787878788	255428.469817947
"SNRPN"	"SNRPN"	-2.08096302647372	2.38941386499512e-45	253327.181818182	64958.3939393939	527164.498964423
"CXCR4"	"CXCR4"	2.07298823317594	4.96870653701733e-45	73551.2121212121	343076.545454545	152470.7972631
"ILDR1"	"ILDR1"	2.07179024757656	5.57972800767977e-45	20174.2424242424	95696.6363636364	41796.7987067908
"RPS19"	"RPS19"	2.07159722000313	5.59743509343567e-45	331064.242424242	1503272.66666667	685831.764248504
"TRA2A"	"TRA2A"	-2.07151468408292	5.63132394763198e-45	442588.515151515	113521.727272727	916828.60814282
"KIF3B"	"KIF3B"	2.07074827416482	6.02819928618767e-45	80067.0606060606	363858.454545455	165798.72756745
"VPS4B"	"VPS4B"	2.06916113125637	6.95469970470171e-45	74127.7575757576	331521.575757576	153382.274722953
"IFT52"	"IFT52"	2.06891459860874	7.07315060586638e-45	478709.303030303	2223293.78787879	990408.66552921
"BCLAF1"	"BCLAF1"	2.06712676762484	8.43191591171477e-45	16588.7878787879	79414.2121212121	34291.127466693
"ARHGAP4"	"ARHGAP4"	2.06681660059524	8.54963793885857e-45	74582.1515151515	344209.666666667	154147.628859625
"TNFRSF19"	"TNFRSF19"	-2.06522189094635	9.85809924298194e-45	484435.939393939	123721.090909091	1000467.70679752
"DTNA"	"DTNA"	-2.06259184015358	1.25348605226071e-44	271592.606060606	70033.5757575758	560184.693106651
"THAP3"	"THAP3"	-2.06063742586191	1.49556547466792e-44	255061.575757576	65513.7272727273	525589.428905373
"HNRNPH2"	"HNRNPH2"	-2.06045141312903	1.52974155619414e-44	85015.2727272727	21652.0606060606	175169.838828459
"CCDC87"	"CCDC87"	-2.05915909180169	1.70508261444507e-44	181811.272727273	46796.6666666667	374378.335228401
"SULT2B1"	"SULT2B1"	2.05870951413013	1.76781906932454e-44	62930.696969697	277134.575757576	129556.024582355
"CDC73"	"CDC73"	-2.05625377363974	2.22052063362815e-44	97686.2121212121	26269.6363636364	200867.642306815
"DCUN1D1"	"DCUN1D1"	2.05490128145549	2.49244227093077e-44	51758.303030303	230790.545454545	106358.203222931
"TSPAN15"	"TSPAN15"	2.05184139686835	3.32194833106943e-44	16747	75568.303030303	34362.1878733542
"APBB3"	"APBB3"	-2.05060244651578	3.68847956278966e-44	117712.818181818	30196.8787878788	241382.192949904
"HGF"	"HGF"	2.04526784497767	5.94451677166353e-44	141921.181818182	626222.909090909	290266.829693957
"INO80D"	"INO80D"	2.04071457541201	8.98314275548061e-44	106657.242424242	488714.787878788	217656.989188404
"TRIM6"	"TRIM6"	2.03847802712206	1.10674005616871e-43	22612.3333333333	97513.7272727273	46094.7446419597
"ADH5"	"ADH5"	2.03661340020037	1.30202828378459e-43	41789.1818181818	184068.424242424	85108.4076743187
"NF2"	"NF2"	-2.03555323072523	1.4280532608687e-43	203442.121212121	53948.6666666667	414117.267098928
"SDCCAG8"	"SDCCAG8"	-2.03544868157408	1.43581772934323e-43	263955.818181818	70191.696969697	537268.522111989
"BOD1"	"BOD1"	-2.03487262990087	1.50299433885698e-43	9867058.51515152	2607564.15151515	20078207.3101121
"CD164"	"CD164"	2.02433553474676	3.92066630182705e-43	48310.7878787879	213801.242424242	97797.2446146434
"UBAC2"	"UBAC2"	2.0216273487011	4.97672147456719e-43	193088.606060606	848511.242424242	390353.206734694
"RAB8B"	"RAB8B"	-2.01994190584877	5.84831122548645e-43	76669.8787878788	20370.1515151515	154868.701079982
"DNMT1"	"DNMT1"	2.01938480852171	6.07126084507997e-43	76636.8484848485	341856.121212121	154759.287603283
"PPM1A"	"PPM1A"	2.01871802883758	6.41208753080816e-43	744622.212121212	3315317.24242424	1503182.28428201
"PCMT1"	"PCMT1"	-2.01640173314311	7.88537260224471e-43	1401274.96969697	382169.939393939	2825533.27750702
"MASTL"	"MASTL"	-2.01337582372886	1.03389709049322e-42	836285.424242424	220210.757575758	1683756.85490653
"CCDC114"	"CCDC114"	2.01271801032184	1.09774269012897e-42	51856.2424242424	235699.484848485	104371.993074888
"GALT"	"GALT"	2.01182466061275	1.18941454926408e-42	33269.8484848485	145521.181818182	66933.101636668
"PDXDC1"	"PDXDC1"	-2.01127709860689	1.23926556904136e-42	541507.757575758	145981.545454545	1089122.15153009
"RMI1"	"RMI1"	2.00922927727738	1.48740951454083e-42	93507.5151515152	407041.787878788	187878.037087882
"RABGEF1"	"RABGEF1"	-2.00891141620644	1.52365048265996e-42	1073862.75757576	283452.424242424	2157295.15313287
"EFR3A"	"EFR3A"	2.00886811728948	1.52579606829627e-42	181730	806637.909090909	365071.602955017
"ARHGAP10"	"ARHGAP10"	2.00628093541785	1.92366928497615e-42	81585.4545454545	350775.727272727	163683.342061945
"CCDC96"	"CCDC96"	-2.00461104574926	2.22726563227787e-42	489322.424242424	133041.424242424	980901.136569171
"BBS7"	"BBS7"	1.99560695546096	5.04168629467584e-42	18381.3333333333	73569.4848484848	36681.9166506464
"SSSCA1"	"SSSCA1"	1.99281046123893	6.44906452256114e-42	20147.5757575758	83860.9393939394	40150.2997383009
"NR2C2"	"NR2C2"	-1.99218274475648	6.78750930236785e-42	108444.212121212	29569.0606060606	216040.68815659
"TEAD4"	"TEAD4"	1.98818046732263	9.6362619735919e-42	60243.7878787879	261732.03030303	119775.522338134
"GPN3"	"GPN3"	-1.98569673719781	1.1952505459203e-41	5405185.33333333	1485171.72727273	10733058.8803495
"EZH1"	"EZH1"	1.98101515611851	1.82975705815338e-41	20583.7272727273	91923.6060606061	40776.6756966827
"SNX12"	"SNX12"	-1.97218225313154	3.97448261129119e-41	367693.939393939	101041.909090909	725159.46185675
"ECHDC1"	"ECHDC1"	-1.96800563535821	5.73974433205969e-41	524913.545454545	141803.909090909	1033032.81553041
"FZR1"	"FZR1"	1.9674332493467	6.02147075673303e-41	133161.212121212	567463.090909091	261985.796250582
"FOXO3"	"FOXO3"	1.96735683012997	6.05162219083026e-41	87729.8181818182	372649.909090909	172595.85700606
"DTX2"	"DTX2"	1.96409268096869	8.10572613117641e-41	28599.6060606061	120730.727272727	56172.2769422242
"ADAMTS4"	"ADAMTS4"	-1.95637987266665	1.5928162283102e-40	254699.151515152	70287.8484848485	498288.293609515
"JMJD1C"	"JMJD1C"	1.95560138058608	1.70896489578801e-40	29098.4545454545	138364.303030303	56904.9778820123
"PATZ1"	"PATZ1"	-1.95134371165445	2.48364796562826e-40	105635.787878788	29599.7878787879	206131.730402936
"ZBTB40"	"ZBTB40"	1.94973458274905	2.82180361322109e-40	6604426.36363636	38121664.7272727	12876878.4804014
"PPM1D"	"PPM1D"	1.94977534878915	2.82180361322109e-40	133403.606060606	568672.363636364	260107.062536549
"CABLES1"	"CABLES1"	-1.94575871617317	4.00335093718121e-40	400863.303030303	113702.454545455	779983.265865181
"HOOK1"	"HOOK1"	1.94546784252732	4.09397968650667e-40	135657.878787879	557444.272727273	263918.040767288
"MAST1"	"MAST1"	1.94116557351488	5.97664453627247e-40	53404.0606060606	222008.393939394	103666.123934387
"LIMS1"	"LIMS1"	1.9390776655511	7.15030988081449e-40	77388.8787878788	350687.515151515	150063.046419617
"HNRNPA0"	"HNRNPA0"	-1.93900677635686	7.17953250955412e-40	259630.03030303	72926.0606060606	503424.388103314
"AACS"	"AACS"	1.93151270116728	1.37890071890505e-39	132559.545454545	540157.212121212	256040.445706416
"NRF1"	"NRF1"	-1.92922102729361	1.69276859438373e-39	102280.363636364	28871.0606060606	197321.428206509
"FASN"	"FASN"	1.92789631627367	1.89908579511827e-39	21741.4545454545	84963.5454545455	41915.2701286133
"RNPEPL1"	"RNPEPL1"	1.92741700004151	1.95733272809049e-39	130196.757575758	541623.212121212	250943.443901799
"CALML4"	"CALML4"	-1.92672288882199	2.07226068477411e-39	1051841	296425.393939394	2026606.13010141
"SSBP4"	"SSBP4"	1.92249444325556	2.9886776438401e-39	481073.757575758	1975328.96969697	924861.625735464
"INPP5D"	"INPP5D"	1.92162899746405	3.21353962271345e-39	1241195.21212121	5041861.6969697	2385116.71112567
"POC1B"	"POC1B"	1.91205356118166	7.3862248390386e-39	166698.151515152	702586.636363636	318735.794246946
"AP3M1"	"AP3M1"	1.90758643541833	1.08800073616608e-38	66336.9393939394	268697.303030303	126543.445755046
"RAB36"	"RAB36"	1.90354502364107	1.5425288739446e-38	47540.0606060606	196820.212121212	90494.6457902618
"TEC"	"TEC"	-1.8987717148947	2.31424707765615e-38	6494090.57575758	1904011.18181818	12330795.4992127
"UBE2D3"	"UBE2D3"	1.89701668608977	2.71600494647995e-38	20813.9696969697	85239.303030303	39484.4478189184
"MS4A6A"	"MS4A6A"	1.89511153237033	3.18920323869094e-38	22702.8787878788	90550.5454545455	43024.4874089148
"SPARC"	"SPARC"	-1.88884862804673	5.40591072144418e-38	3432183.57575758	1025047.54545455	6482875.2382742
"DDX17"	"DDX17"	1.88792018864713	5.84540447575568e-38	214044.090909091	853221.181818182	404098.160487895
"RORC"	"RORC"	1.88782928561313	5.87255035235897e-38	467055.303030303	1895262.27272727	881720.679061523
"NLRC3"	"NLRC3"	-1.88667378867688	6.46975276947974e-38	1683171.57575758	494029.121212121	3175595.69382778
"TMCO1"	"TMCO1"	-1.88530850660199	7.25807186150882e-38	1262869.93939394	368311.818181818	2380899.43947133
"SLC43A1"	"SLC43A1"	1.88156108435985	1.00052430629974e-37	104174.212121212	414432.818181818	196010.143521121
"ZNF638"	"ZNF638"	1.87909534528349	1.23580627962843e-37	52721	206011.272727273	99067.785698691
"WDR12"	"WDR12"	-1.87867890482426	1.27933255551723e-37	156041.96969697	44655.3333333333	293152.756736924
"ALG12"	"ALG12"	-1.8747443653517	1.7937887591775e-37	95736.9393939394	26738.5757575758	179482.287684805
"ZNF182"	"ZNF182"	-1.86964120592013	2.7722161392958e-37	78571.0909090909	23426.1818181818	146899.749157733
"ABHD14A"	"ABHD14A"	1.86760676021271	3.26375925125945e-37	85085.5757575758	332265.303030303	158906.396481439
"PDP2"	"PDP2"	-1.86642115718671	3.62223854994691e-37	102700.212121212	30600.3333333333	191681.848750594
"MCM5"	"MCM5"	1.86565790199509	3.83136005208513e-37	128766.848484848	520864.303030303	240234.888390762
"TARBP2"	"TARBP2"	1.86170983425946	5.3568945049185e-37	79842.7575757576	313749.606060606	148644.046973182
"PLD6"	"PLD6"	1.8613322523289	5.50363705104393e-37	852439.090909091	3295635	1586672.37305502
"MINK1"	"MINK1"	-1.85666007921138	8.24736900234271e-37	87364.2727272727	25782.4545454545	162205.757522063
"C16orf45"	"C16orf45"	-1.85548753011702	9.04917454536375e-37	153915.939393939	46204.5151515152	285589.106231702
"ROBO1"	"ROBO1"	-1.85047701290932	1.37579028461657e-36	539211.212121212	159895.242424242	997797.953133276
"ZNF131"	"ZNF131"	1.84523642680252	2.14493641236595e-36	52196.9393939394	203599.696969697	96315.6939373007
"PRPF31"	"PRPF31"	1.8450977223842	2.15566443899435e-36	3514969.93939394	13984603.1818182	6485463.02942468
"NSUN7"	"NSUN7"	1.8382374524549	3.87422661005761e-36	24079.1212121212	91434.2121212121	44263.1424343223
"NCKAP1"	"NCKAP1"	-1.83502225803135	5.02194112534028e-36	5201103.27272727	1591838	9544140.27177425
"DUSP28"	"DUSP28"	-1.83258993489166	6.16075330762712e-36	371290.121212121	112595.757575758	680422.539058037
"RNFT2"	"RNFT2"	1.83107627330551	6.97213856196956e-36	213913.939393939	862161.333333333	391692.738953556
"LEMD2"	"LEMD2"	1.82974798331717	7.78754921644221e-36	91240.9696969697	349644.96969697	166947.980298933
"HCFC2"	"HCFC2"	-1.82913593642779	8.17182493195405e-36	493704	151704.060606061	903051.728358146
"MMP9"	"MMP9"	1.82769999866822	9.21329585507933e-36	66089.3636363636	253878.303030303	120791.529830165
"TMEM129"	"TMEM129"	1.82527337366116	1.13243990298919e-35	26867.6363636364	102744.757575758	49040.7812677557
"CHMP1A"	"CHMP1A"	-1.82502434644424	1.14671922552681e-35	325002.787878788	98843.1818181818	593138.000541042
"CASP6"	"CASP6"	1.81693778589726	2.24683669200679e-35	809502.393939394	3115042.63636364	1470815.48732277
"MYO1G"	"MYO1G"	1.81602846453928	2.42493443356796e-35	75726.4242424242	288012.696969697	137521.341942019
"UBE2G1"	"UBE2G1"	1.81059212243161	3.83380673036061e-35	23189.4545454545	89441	41986.6437234859
"SH2D3A"	"SH2D3A"	-1.81023028750894	3.94346894296502e-35	80381.8181818182	24502.0909090909	145509.601837764
"OSBPL11"	"OSBPL11"	-1.80987258561068	4.0445716259395e-35	89354.8484848485	29233.2121212121	161720.890664123
"SH3GL1"	"SH3GL1"	-1.80857798945763	4.48078138380888e-35	167415.96969697	51069.9393939394	302784.837877645
"TMEM9B"	"TMEM9B"	1.80752732567121	4.8736592713165e-35	57656.5757575758	217289.03030303	104215.836186451
"LARP4B"	"LARP4B"	-1.80367151897936	6.6963849690555e-35	256421.333333333	78930.8484848485	462499.855792046
"RALB"	"RALB"	1.8019542125788	7.68657540999156e-35	321336.939393939	1217707.3030303	579034.451598088
"SH3BGR"	"SH3BGR"	1.80160690073864	7.93069188459893e-35	40630.2727272727	148151.787878788	73199.7797243474
"CKB"	"CKB"	-1.80056977607916	8.57846103117826e-35	3280383.48484848	1030653.51515152	5906559.35676742
"MEF2A"	"MEF2A"	1.79450254007916	1.41628503318711e-34	258945.696969697	962059.787878788	464678.710954689
"SLC27A3"	"SLC27A3"	-1.78893237178228	2.23952028907796e-34	1128440.3030303	350917.242424242	2018703.38771471
"MAPK11"	"MAPK11"	-1.78879701140944	2.26125610821511e-34	512314.515151515	159762.060606061	916426.673604709
"CLEC4E"	"CLEC4E"	1.78853616460835	2.30251363074273e-34	530846.484848485	1951367.27272727	949438.136006732
"GJA1"	"GJA1"	1.78724908061688	2.56044676170832e-34	83655.0303030303	305574.818181818	149512.375998068
"HECTD2"	"HECTD2"	-1.78652173322919	2.70927863912917e-34	532739.757575758	164831.757575758	951751.15506434
"N4BP2L2"	"N4BP2L2"	1.78538868853949	2.98947310577683e-34	23858.4545454545	89618.4242424242	42596.6148714881
"FAM117A"	"FAM117A"	1.78256791326014	3.76905495787294e-34	20430.5454545455	74520.6060606061	36418.8347776756
"SNIP1"	"SNIP1"	-1.78222290870192	3.8646591952797e-34	89862.0909090909	27430.8484848485	160154.277042036
"GORASP2"	"GORASP2"	1.77944921283603	4.83438092371191e-34	30593.8181818182	114456.666666667	54440.1456812851
"ZNF142"	"ZNF142"	1.77769685101547	5.53288478732585e-34	1274085.75757576	5151991.09090909	2264938.23916608
"BACH1"	"BACH1"	-1.77436545558421	7.26776605834382e-34	493847.545454545	156919.121212121	876266.024979596
"BRSK1"	"BRSK1"	1.77403659540101	7.51875010057364e-34	20317.8181818182	75903.1212121212	36044.5529932495
"SVOPL"	"SVOPL"	1.77259312661733	8.36331201088434e-34	191884.424242424	716252.090909091	340133.011517045
"FASTKD1"	"FASTKD1"	-1.77186947635816	8.84661761885831e-34	3500876.21212121	1121057.36363636	6203095.70076594
"SCNN1D"	"SCNN1D"	1.76827122934902	1.18645591201516e-33	185458.939393939	692585.515151515	327941.706755887
"DDO"	"DDO"	-1.76704943213333	1.31111071869875e-33	216953.909090909	69788.8181818182	383368.281858196
"NOM1"	"NOM1"	-1.76684642582123	1.33059775505416e-33	195519.090909091	62095.3636363636	345452.206952544
"NUCB2"	"NUCB2"	1.76576045069698	1.45907206002975e-33	23058.3636363636	84514.5757575758	40715.5465668804
"TSC2"	"TSC2"	-1.76531777214437	1.50426109340709e-33	129336.181818182	40792.8484848485	228319.460344933
"NISCH"	"NISCH"	1.76428091814352	1.62440132129986e-33	754098.424242424	2802905.96969697	1330441.46029301
"KLF10"	"KLF10"	1.76217156731804	1.92633660242577e-33	136000.303030303	521691.363636364	239655.867146637
"ARNT"	"ARNT"	-1.76227965319533	1.92633660242577e-33	70159.6666666667	21497.1212121212	123640.953041633
"NAPSB"	"NAPSB"	-1.75961093680312	2.36190651347817e-33	15574721.1212121	5022469.90909091	27405449.6225435
"STMN3"	"STMN3"	-1.75707319160735	2.9031918724808e-33	427413.575757576	135226	750996.935692672
"GEMIN6"	"GEMIN6"	1.75178664170674	4.45259418620148e-33	149927.939393939	555303.121212121	262641.761448921
"UBAC1"	"UBAC1"	-1.74571251836096	7.33125596569712e-33	83515.5757575758	26352.5151515152	145794.186078123
"IL32"	"IL32"	1.74364173980231	8.57423844746704e-33	689916.515151515	2542072.63636364	1202967.23279714
"NPM1"	"NPM1"	-1.74301781065963	9.00009409407299e-33	1490757.57575758	469553.575757576	2598417.00592122
"DPY19L3"	"DPY19L3"	1.74096022063915	1.06215334911344e-32	116387.424242424	432866.03030303	202625.875788714
"TMEM43"	"TMEM43"	-1.73979820313175	1.16579159180203e-32	222542.757575758	72515.0909090909	387179.489750287
"DYRK4"	"DYRK4"	-1.73859868519116	1.28720403704454e-32	95573.3939393939	31157.1818181818	166163.777042287
"SH3BP4"	"SH3BP4"	-1.73775224412138	1.36529459857939e-32	3290946.12121212	1042627.36363636	5718849.00741892
"PRH1"	"PRH1"	1.73737648614248	1.4069287239012e-32	102259.484848485	371803.545454545	177663.224460801
"CALHM2"	"CALHM2"	1.73554908523396	1.63309128674498e-32	36508.696969697	134068.515151515	63362.6356288414
"PRSS23"	"PRSS23"	-1.73417729726307	1.81444980066622e-32	274796	88962.8181818182	476544.984578703
"RPS15A"	"RPS15A"	1.73329334746156	1.95335739128076e-32	29185.303030303	103231.636363636	50586.6915860739
"XPNPEP1"	"XPNPEP1"	-1.73229056987254	2.10272327552734e-32	299300.606060606	97376.4242424242	518475.617435925
"RIC8B"	"RIC8B"	1.72912768933514	2.70350652012813e-32	174951.151515152	627317.939393939	302512.880365916
"TRIP4"	"TRIP4"	-1.72582912043694	3.5168649476265e-32	615775.96969697	198650.757575758	1062724.10016833
"SASH3"	"SASH3"	-1.72376722231743	4.13809964870177e-32	847911.787878788	273739.272727273	1461602.54736203
"DNAJC16"	"DNAJC16"	1.72373952241138	4.13809964870177e-32	571108.939393939	2086225.39393939	984443.050435781
"TRERF1"	"TRERF1"	1.72085649774843	5.20430362641396e-32	404747.424242424	1508219.45454545	696512.234954514
"LGALS3"	"LGALS3"	1.72028049147482	5.4428004622934e-32	160855.121212121	596405.848484849	276715.926975029
"RCBTB1"	"RCBTB1"	1.71875276276961	6.14583545887075e-32	83032.7272727273	290194.03030303	142712.729400295
"NRSN2"	"NRSN2"	1.71432225485871	8.72535407016375e-32	303005.090909091	1085968.84848485	519448.370680942
"GINS1"	"GINS1"	-1.71118549831448	1.11794932352846e-31	3943040.09090909	1370302.81818182	6747273.02283624
"METTL4"	"METTL4"	1.70488450556884	1.85058106586967e-31	50990.1515151515	178033.757575758	86932.3192547895
"RPL29"	"RPL29"	1.70056374562183	2.59275016873604e-31	9375143.36363636	33897466.3333333	15943028.9142071
"ZNF683"	"ZNF683"	1.69338465126644	4.58017204538605e-31	104188.363636364	368054.666666667	176430.975822385
"MRPL44"	"MRPL44"	-1.68748987560629	7.28939032452612e-31	242262.545454545	81145.7575757576	408815.592693154
"NRP1"	"NRP1"	-1.68632932719873	8.02364550099063e-31	73757.7272727273	24502.0909090909	124379.818607525
"RFC2"	"RFC2"	1.681302134469	1.17945152458484e-30	372719.454545455	1324418.27272727	626654.014485394
"CPSF4"	"CPSF4"	-1.6789723786143	1.41426993952341e-30	705727.060606061	237604.848484848	1184896.24159824
"SCAMP3"	"SCAMP3"	1.67873330657043	1.43844151646017e-30	164076.454545455	550782.757575758	275440.609069443
"GLI2"	"GLI2"	-1.67462766002912	1.98406110322442e-30	270346.060606061	91547	452728.990870818
"MRI1"	"MRI1"	-1.67142140758562	2.54196704727979e-30	690797.212121212	228476.515151515	1154613.24863986
"FAM162A"	"FAM162A"	1.67066199428422	2.70034525521968e-30	49807.696969697	168636.212121212	83211.8263500979
"TRAF6"	"TRAF6"	-1.66976760027097	2.87945838055469e-30	2121266.36363636	709641.454545455	3542021.84554462
"NAPB"	"NAPB"	-1.66926773258471	2.98868661538116e-30	1443741.57575758	472316.636363636	2409991.22660312
"C6orf89"	"C6orf89"	-1.66815837616308	3.27462118206826e-30	88110.1212121212	30677.4545454545	146981.636724745
"DHRS1"	"DHRS1"	-1.66506023714732	4.13374698731326e-30	11873587.7575758	3979182.84848485	19770238.8474186
"FZD5"	"FZD5"	1.66290976591558	4.90790713557621e-30	34813.2424242424	120722.121212121	57891.2808104593
