"mrs_all_DEGs"	"mrs_BRAF_DEGs"	"mrs_RAS_DEGs"
"RPUSD1"	3.66644174788695	3.26791098950326	1.75983914624905
"RHBDF1"	7.92931072786686	7.21008655323174	2.91767793796452
"LUC7L"	2.78783083899231	3.28169292734995	-0.410595797774281
"CACNA2D2"	2.16666474384234	0.132314506815494	2.26633482673787
"BAIAP3"	7.2094459946259	7.41925739529563	1.27246316533873
"TSR3"	2.36874458928799	1.9344170851182	1.69989875117822
"PIGQ"	3.31767692662738	1.86266662608351	2.73222170019334
"CRAMP1"	-4.5385327765541	-3.45895147039848	-2.75109920914238
"TEAD3"	7.45722896971628	7.71055012771538	0.778271659404555
"SELE"	-2.39676091355261	-1.65299801708617	-1.98395432466643
"DNAJC11"	-4.19565062738288	-3.4024457678668	-1.35791734281548
"FMO3"	-0.0157314015479613	1.15839224193552	-1.70928303774433
"MYLIP"	-1.26218223557393	-1.43651055548414	0.529823813280853
"NOX1"	5.58583651129425	4.59541727991538	1.84723985063323
"E2F2"	0.567922288910957	0.69090089383349	0.398224336934012
"PSMB1"	2.45810123233407	2.27224083485991	0.880501288684569
"JARID2"	-0.832450996849432	-0.776315628101875	-0.231938982367444
"CDKL5"	-5.52203038875959	-5.69334869108789	-2.40254663817771
"CDK11A"	1.93146861203863	2.45175465845168	-0.571844000292921
"NADK"	2.11903435104796	1.04483340862583	2.27689125583534
"DLEC1"	4.90975043728413	4.28541600116821	1.12589988608262
"CYTH3"	-10.0167160690188	-9.17926629094879	-3.75819531087183
"ADAM22"	-9.39720028424201	-9.87101315033543	-2.1901953225358
"SYPL1"	-7.75167850759917	-8.170293896845	-1.60533767618714
"CYB561"	-4.7541820109635	-7.63686174878281	1.67824579476068
"SPAG9"	-4.82805945076246	-6.35701675546237	0.160029367484381
"CELSR3"	3.61080428264557	3.93954350976934	-1.6336982869434
"AASS"	-6.90676000901167	-7.10684693003482	-2.17676023935122
"PLEKHG6"	2.48104624196203	2.43487539348064	-0.216840718251176
"SS18L2"	-0.149870790423142	0.454634931952757	-1.34300890779798
"MPND"	4.61168841278114	4.0374256551731	2.52827290294106
"MGST1"	6.38143486863473	5.80580629686468	1.98893071740489
"CRY1"	-5.08882981444464	-4.58591355513375	-0.515677444518238
"NFIX"	-1.86743541656104	-1.15174193842668	-1.25432317982654
"ST3GAL1"	-1.01433194606014	-2.50672954924564	1.66191929525934
"MMP25"	-1.20493101526513	-0.887194610957819	-1.94912357679123
"IL32"	-0.423229667405971	-0.167614558209754	-1.34420540908342
"PKD1"	-5.89533995107645	-4.71059027274802	-3.72845382126683
"MAPK8IP2"	-5.67899620495345	-6.59530662013419	-2.32639843903872
"MED24"	4.91667735142495	4.15474180289005	1.85909133731257
"RHOBTB2"	4.6037074276365	4.27540186193951	2.78713969159736
"HEATR5B"	-3.09964991182555	-1.70397511168126	-2.13366892317005
"SEC62"	-7.90063094152538	-8.59734642062331	-1.82209449452666
"RPS20"	2.86897173351563	2.76125521607706	0.763846489703366
"CSDE1"	-4.47007418942571	-4.45721966901597	-1.62960036343152
"UBE3C"	0.769001014787389	0.776757069940115	0.947682011427985
"REV3L"	-5.78852195774591	-5.20782029947244	-2.23010218078356
"TENM1"	7.32438773507154	6.80760558927425	2.7230909051219
"IYD"	-7.04092513259048	-9.14444641359818	-1.26007181497055
"FAM76A"	-4.97290040478614	-5.34907272355042	-0.26549892798182
"TRAF3IP3"	-1.31588669458905	-0.781278880940839	-1.64363336020471
"POMT2"	-4.00553189024653	-5.07056598584546	0.491733285824079
"VTA1"	-7.66674848494938	-6.43099949846382	-3.34998402422373
"MLXIPL"	5.63082689600949	5.05031000084067	1.62235772658879
"BAZ1B"	0.801923404021788	0.932926666139801	0.531297672662328
"RANBP9"	6.00624181589077	5.87079397658141	1.30132895053602
"ETV7"	2.81396992055164	3.75515657423333	-0.357809962168215
"SPRTN"	-6.95327481090415	-6.76810735219947	-2.10776351098331
"METTL13"	-2.04909219430159	-1.17708413088684	-0.927578620648415
"DYRK4"	2.24450771019118	1.38213358999631	2.24008606421192
"ZNF207"	4.41954591878794	5.09519382194782	1.21931548386955
"UQCRC1"	3.0658259440846	2.36434282019029	2.3408462083324
"CD9"	3.57456449619774	4.12345305296135	0.496379313816733
"HHATL"	0.766012755438562	-2.69465465796885	2.1704199401405
"NCAPD2"	-1.01149244916145	-0.24758307551647	-0.949664780641959
"IFFO1"	-0.900829649868106	-0.701225026315688	-2.57507556350447
"GIPR"	6.4559328257219	6.06235872680265	2.01140577430004
"PHF7"	1.63518752093765	1.12604459915902	1.74434972706442
"SEMA3G"	0.135683197721232	-0.164145711556828	-0.24754277439419
"NISCH"	1.35930217050799	2.12446023553089	0.147624253070775
"STAB1"	4.21123392323575	3.50519913731568	1.49645004396616
"FUZ"	2.83727887016677	2.29111124689367	0.713742489449241
"SLC6A13"	-1.43154803568955	-1.0500221351629	-1.749467506541
"IDS"	5.27203077212274	6.88554700613553	-1.2384865086329
"ZNF200"	-2.7261671163183	-1.23373945950488	-2.45855020696296
"CD4"	1.47882879674861	1.84117167720184	0.479175578398686
"LRRC23"	-0.314059145964815	-1.22783617395373	0.583246477647698
"BTK"	-0.721584636505682	-0.197689056196287	-0.22093481234258
"HFE"	-0.370062856406668	-2.0905851704321	2.35374228380342
"SCMH1"	0.164274338227964	0.0216033093283145	-0.143204510154837
"FYN"	8.51677163595806	8.76821177641335	1.21142735778435
"HIVEP2"	-5.2025651428801	-3.97610280389301	-3.92627519747213
"ELOA"	-2.88569688524665	-3.78385047680097	0.628838880900605
"LYPLA2"	8.0763208818172	6.68452432717547	3.00792246603033
"CLCN6"	-3.45791616914896	-2.61632634004302	-1.13022747864379
"MRC2"	8.09361748687129	7.40951906144277	2.1909936098937
"TSPAN9"	4.36385707703774	3.87361610864963	1.75195076135855
"BTBD7"	-5.01526099468006	-4.9870779976814	-2.13693877732379
"APBA3"	0.881794725176019	0.358389195108136	0.995331954128749
"MKS1"	-3.37761706034646	-3.73352404174198	-0.455652974361684
"ABHD5"	-5.1971033974787	-5.42769438560508	-1.17564236504718
"ANOS1"	4.40702182596882	4.09041307945744	1.28367780760361
"AKAP8L"	2.34377731973155	2.41967804219888	0.205927889763541
"MBTD1"	-1.4506643000916	-0.764999185151656	-1.31943138714397
"UTP18"	3.27092658311983	3.81657936736049	1.59876062835185
"RNF216"	0.796755389539073	0.484398101249192	1.16932619608374
"TTC19"	-1.43667977864186	-1.92649597406663	1.15701169948045
"PTBP1"	1.10659213623127	1.48016185829158	-0.537473591891938
"SYT7"	-3.16719611550848	-3.02020137107822	-0.821210489867574
"LARS2"	-3.24620432956379	-4.11032806721565	0.607294925624436
"PIK3C2A"	-5.63314696170566	-6.82932803198852	-0.602745875213211
"PLAUR"	5.53553251288048	5.93288530936212	0.17704926261788
"ANLN"	4.53303820470301	4.28448455886122	1.91366106415503
"WIZ"	1.14036543389529	1.36792264583665	-0.621896654700129
"RABGAP1"	-7.43868528231616	-7.0865295043313	-2.93928356083029
"DCN"	-7.41785841796622	-6.39825239822609	-5.00074261038304
"QPCTL"	2.03236304709655	0.294642491672465	2.84784343997015
"PPP5C"	10.450033679886	8.72518042252107	4.89080905620798
"CEP68"	-8.08774145830292	-6.84064521793687	-3.94561468239812
"MAP4K3"	-5.73907577122073	-5.1855239605586	-3.23769897007132
"ZBTB32"	-1.31132159285474	-1.19208497544603	-1.1208586286758
"TYROBP"	2.51055137789141	3.82407903073378	0.165476086288552
"TMEM159"	5.23765850739739	4.67554197978279	1.43178750876953
"BRCA1"	-1.54406226418724	-1.94377105732569	0.988853390871848
"ERCC1"	3.11257943697148	2.81431196294163	1.62328128647388
"CD22"	0.977971565671268	1.90597178493971	0.207227139175012
"SEMA3B"	0.230273048279293	0.441167996482496	-4.24079330641817
"MBTPS2"	4.03764812093565	4.05865540189999	1.97157869085382
"PRICKLE3"	3.49638472894483	2.64411699740068	1.3506189830837
"LTF"	-3.48352906570988	-3.91252033067691	-2.48613484189011
"EXTL3"	0.479087961466972	-1.3070663509741	1.98952550058394
"ELOVL5"	-4.9448880438895	-3.79918770874521	-2.45618269530828
"ALOX5"	4.97412346270255	4.84578900807573	-0.0229165189304788
"CALCOCO1"	5.9497659487507	6.85882661247964	1.56514586727665
"UBR7"	-3.68987054610096	-3.00032969433671	-1.23565788891252
"MAP4K5"	-5.38438949339788	-4.95563737176942	-3.12480936317596
"EHD3"	-0.867545214018039	-0.332967896580453	-0.619577284052873
"PSMC4"	2.85191925637595	1.89220884176641	2.73906418346367
"MAN2B2"	-4.34761669336858	-4.2760020145371	-1.01530543799548
"CLDN11"	3.79350075038013	3.03158411780774	1.19833452591233
"SLC25A39"	2.28627790025285	0.531009400282949	2.29387544512084
"MVP"	7.53302496830545	8.30941125114268	1.40675674578768
"PGM3"	-0.890399097525342	-1.48268741144755	0.840160071050994
"RWDD2A"	-6.09780671416471	-5.43303800458479	-1.45689575621634
"CLK1"	-0.331970454209494	0.390297123672154	-1.39407317897527
"POLR3B"	-4.22688704486564	-6.22501504754785	1.15634998288118
"ANGEL1"	1.45325849375442	1.2007629482964	1.89177297680548
"RNF14"	-2.65207406560913	-4.8241812053607	1.30169237552868
"HEBP1"	-5.82094995006335	-7.97984009073221	0.127085506592805
"GPRC5A"	-0.963856461665418	-0.377646068904648	-2.15754848068739
"MAMLD1"	7.73906561062672	8.18988391403821	1.19212624528905
"CD6"	-1.27836214461495	-0.9799657657742	-1.26703923081259
"TACC3"	-0.358878751967311	-0.294524368995661	-0.500805929882971
"UFL1"	-4.24739199947002	-3.74944842131895	-2.30329386184997
"POLA2"	1.8745138191801	2.36375293819729	1.69793105717727
"ZC3H3"	0.490180635801075	-0.827842364571994	0.400746815063277
"CAPN1"	3.34341920248392	4.08795696956652	-0.27242805182028
"MDH1"	3.32104707284883	3.07970084521805	2.51246008836578
"SLC30A9"	-5.97698935597467	-6.52153472824625	-1.08766882520693
"MTMR11"	8.26202723129326	9.2855388343162	1.54341978529885
"COX15"	-5.66985324995794	-6.91136870240951	-0.403483138448938
"CCDC88C"	2.48874836505368	3.49323233085859	-1.65044675336704
"YAF2"	5.17427768096457	4.65920726360659	2.98503596294702
"ZMYND11"	-7.34298215532471	-8.1584324685662	-1.17512695249363
"WAS"	-0.452577200610119	-0.0756226436218474	-1.12922116065266
"BID"	8.86620174733577	9.65920310048392	2.44425139817089
"MATR3"	-0.030371813580685	0.601947184332388	-0.684055336270065
"XYLT2"	6.31309277900005	4.5768635044435	3.38931150459388
"NUDCD3"	4.6934646208444	5.81069794918141	1.25840004891654
"CHDH"	-1.61568601666786	-2.03846872593014	0.152337782334955
"IL20RA"	-7.3423075239374	-8.41852057420022	-1.79089057925775
"GLT8D1"	-2.5728771320494	-3.23137456119721	0.671966955179966
"ATP2C1"	-2.85685765527935	-2.39451684411904	-1.57652750130209
"SLC38A5"	3.20277888605974	2.68158828567603	0.462830347209669
"RALBP1"	-1.12474065488601	0.227905748743136	-1.74654241690887
"RUFY3"	0.166802176804172	1.05801782655641	-0.0329688036742312
"SLC11A1"	4.20847975173882	4.04687743714404	0.688506308634441
"WWTR1"	-5.17417461426781	-4.93793139823601	-1.19031182947603
"AGPS"	-4.38146964414438	-3.74449709215526	-2.14410955118346
"CXorf56"	0.56149953511931	1.07135855769336	1.32118664688712
"ATP1A2"	-0.0648409600008624	0.372139061131502	-0.107963193994035
"TTC27"	-0.411151400367076	0.576896650233952	-1.45930121395719
"ZNF582"	-4.07175006072636	-3.10710094391349	-2.16586104908739
"VSIG2"	0.325106916795689	0.620395720625001	0.127180860407539
"PHLDB1"	1.59581519270184	1.42249965325565	0.843481710147459
"PRDM11"	-7.34015202833896	-7.33092534210145	-1.8097879901345
"SNAI2"	-0.832652307253968	-0.900788002427338	-3.61852715789511
"CD74"	1.71410981585346	2.64824660898805	-0.137810034376954
"HGF"	-6.17268340395565	-5.17797304350707	-3.2581122952369
"ZRANB1"	-5.47894005224304	-5.31958002698213	-1.63368991983259
"NCDN"	5.03143816438039	4.10381567903543	2.72694029036102
"ADGRA2"	-1.51290918876428	-1.60943873613376	-2.32648968384301
"ZFP64"	-2.12081187120567	-2.27523370726352	0.390992276650203
"MNAT1"	-0.970929285804173	-0.702811722022346	0.35206946555121
"SAMD4A"	6.10302805323108	5.85492871376225	2.16325448839297
"RUNX3"	-1.7104469607165	-1.27468534520195	-1.85636645022435
"MRE11"	-4.48245402973702	-3.45140559657226	-2.04047800592596
"PLEKHB1"	-2.94730353924098	-4.80622715492475	1.56948791334375
"SERPINB1"	3.1272025155507	3.74189097453083	-0.464809117558176
"SPAST"	3.7771278520357	3.69187440330291	1.57503457730568
"NRXN3"	1.74584730070771	1.66860622827883	0.218301502755878
"OSBPL5"	6.12036144664182	6.76198645180381	0.284769577323025
"AQR"	-3.91450894472732	-3.56286650531792	-2.46141274392946
"CPS1"	-3.44613140555417	-4.97572549469584	0.259182760335802
"FHL1"	-9.68396104365745	-9.65771225767533	-2.20392440784422
"RTF2"	-2.25887272439989	-3.01835995997331	0.635378929342599
"SLC45A4"	-3.73322347489737	-3.73761445182004	-0.619938925288883
"RNF10"	4.82297400362097	4.05259012485748	2.26456619349511
"ZNF839"	-0.88098497840345	-1.22719493268289	0.866835185074537
"ZDHHC6"	-7.90692133590896	-6.86585548218417	-3.56437535108505
"GRAMD1B"	-3.16650081743183	-4.84374228212005	1.97077558048979
"RNH1"	1.71873746777859	1.97843141504206	0.839633855128883
"NDUFS1"	-4.16851871575127	-5.55970516334401	0.0517064605051533
"RB1CC1"	-3.57867354865474	-3.00316606332723	-1.90088747926115
"ERP44"	-1.60054530066898	-2.70664080359371	0.896138510000773
"ALAS1"	-2.0376535006656	-2.64162042817303	0.913003498901767
"BIRC3"	-0.522175915966512	0.331725507824306	-2.04932534604242
"AKAP11"	-3.51267619959695	-2.59435877109492	-2.13773381401919
"GLRX2"	0.174416502722888	-0.733468584211571	0.300225005238357
"SNAPC1"	0.0554200248578939	-0.708375616238536	1.02975396611058
"DERA"	6.44310824475879	5.89397548031381	1.97549244506555
"STRAP"	-1.87327042746336	-4.87769113000815	2.01320022417924
"DEF6"	-0.00372543771613484	0.791109371827598	-0.894649623769653
"PLEKHO1"	-0.172104619276023	-0.197509509367585	0.0184780727179241
"GCLM"	-2.91698523887298	-2.97578980960112	-1.25094808869202
"UBR2"	-5.16188028942157	-4.15286699663638	-3.42062153873478
"EHD2"	7.75109925319115	8.78971666951904	-0.674413028236726
"CCDC28A"	-3.75343201068562	-3.69160441835505	-0.255937621158707
"RRAGD"	-2.00672039376649	-4.13198963491515	0.794508683171384
"HSF2"	-5.42696799280458	-4.39068112226393	-3.02495915032212
"PHF20"	-5.25598781838115	-4.52014855569058	-1.89984529569029
"HSD17B6"	-5.32448655698044	-5.55840906652869	-1.59885707487449
"NR1H3"	-1.96752326046931	-2.54987692236294	-0.695392461717849
"TYMP"	0.123518285650814	0.812491811613564	0.104916135705585
"NCAPH2"	-0.066094903159175	0.249698526569963	-0.075324570073669
"TOMM34"	8.33891819665954	8.01327627847023	2.84130124933438
"SEC63"	-3.80503690519624	-4.05928528712198	-1.19457555506809
"KPNA6"	3.19495905689658	3.21350997293606	1.0620036712847
"VIM"	1.05929120590865	1.15412766799452	-0.154602174814209
"RTEL1-TNFRSF6B"	0.5266874345462	0.652747960723285	-0.195209338853895
"FAS"	5.46614333471993	5.07492369679823	1.94056783667818
"RNASET2"	-4.6835445537528	-4.69322210678777	-1.45727686339324
"CD44"	7.69060155476231	6.90320143149671	2.72225553703337
"AGPAT4"	-11.2724556353337	-9.56250861143748	-5.51113639944619
"SLAMF7"	-0.66769746954932	0.0895535486650376	-0.954317964603688
"BTN3A1"	0.62533939745268	1.28064997143379	-1.07359068843557
"MIPEP"	-3.09367678793156	-4.63099288672562	1.12375759457323
"PRKCH"	1.54467266520298	0.411320132448389	2.58085165079228
"IFNGR1"	3.59646832267966	4.03774095889385	-1.15491206567415
"B4GALT7"	2.53268847444187	1.07754552007279	2.288089893336
"SH2D2A"	-0.37158166335471	0.0107682558329557	-1.11739374517182
"VRK2"	-3.08695655306075	-2.28892935799051	-1.99143309392932
"TNFRSF1B"	3.55058780384231	4.72814502673949	0.390866037809687
"VEZT"	-3.14254912535616	-3.95758491283993	0.41953860798458
"POU2F2"	-1.19117484374701	-0.95233628679402	-1.1531382219458
"BRD9"	4.40805546338115	4.98067970882495	1.31585572084631
"SNX1"	4.93563742203493	4.75641851835764	1.42918181776857
"TBPL1"	-7.36328822143517	-6.37565313468918	-2.89632902320921
"ARNTL2"	4.26642853718765	4.1346066979901	0.53791372075374
"BCLAF1"	-5.08095226742833	-3.77930722208835	-2.42944672413187
"SLC39A9"	-6.21796804769924	-6.85253325894972	-1.44821812389164
"ANK1"	-1.52988244653697	-0.521319430583128	-1.81396820988487
"TFB1M"	2.5042158679851	2.56070230087319	1.04261257677249
"RABEP1"	-2.81953194814305	-4.11560964124517	0.44733987563296
"HMGB3"	4.65000460996804	3.4238521337851	1.60319576564981
"NUP160"	-5.97824481455891	-5.26644335799547	-2.3201052128944
"BAK1"	0.854334578131507	0.771409265897741	1.69969165168167
"IKZF2"	5.19466164621339	4.88434726937628	1.69815840190256
"GRN"	3.74000627560359	3.44973829518081	2.95427496237165
"ARHGAP31"	-4.02914957101454	-4.29488383799645	-0.929901634902171
"CENPQ"	-2.65789091166261	-1.07155017060014	-1.46098046223065
"SARS"	3.46371575650176	2.45382170722857	2.44634544373589
"RANBP3"	6.37467113526212	6.48753683607778	0.991170601701851
"ARID4A"	-3.24742222647777	-1.78706953648698	-2.48297484827746
"EIPR1"	-3.55088884346995	-5.63887622132043	0.385218154353039
"PNPLA6"	4.10590107592278	4.41098669161453	0.430965915560396
"IFT88"	-6.72074713354824	-8.02100030261988	-0.727661494242355
"ALG1"	0.149209783814554	-2.48500537267537	3.02807238764412
