"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"OR4A47"	"OR4A47"	-1.86383033704705	6.12229675563071e-05	981.172413793103	268.586206896552	1828.73891070127
"C4BPB"	"C4BPB"	-1.86247491645926	6.18022752905082e-05	16299.4827586207	4927.96551724138	30357.3777891912
"HIST1H2BB"	"HIST1H2BB"	-1.86218248469507	6.19270286402985e-05	2682.63793103448	661.948275862069	4995.56136795104
"SEMA3A"	"SEMA3A"	-1.8619604008533	6.21905075729758e-05	2452.1724137931	492.706896551724	4565.84793054761
"TPP2"	"TPP2"	1.86119341190975	6.2501387133763e-05	2478.44827586207	8839.29310344828	4612.87160279356
"APOA1"	"APOA1"	-1.85963865214163	6.35158421951326e-05	16050.9310344828	4695	29848.9317545838
"POLDIP2"	"POLDIP2"	-1.85892621938123	6.42000799193764e-05	618.775862068965	200.206896551724	1150.25867392022
"TCEAL4"	"TCEAL4"	-1.85844180713795	6.4214246946431e-05	4521.37931034483	1306.29310344828	8402.7203362734
"CHRND"	"CHRND"	1.85846737983741	6.4214246946431e-05	1709.25862068966	6023.6724137931	3176.6013902576
"OR51F2"	"OR51F2"	-1.85769540807053	6.49399690240098e-05	840.810344827586	246.327586206897	1561.9695166444
"VSTM2A"	"VSTM2A"	-1.85687484672555	6.51430671165703e-05	159065.637931034	46130.724137931	295364.982052491
"RFX8"	"RFX8"	-1.85608576784714	6.57699214163811e-05	1970.62068965517	582.413793103448	3657.64101589407
"RIMBP3C"	"RIMBP3C"	1.85499304571444	6.66172755485996e-05	209.844827586207	712.844827586207	389.26069585156
"FAM181A"	"FAM181A"	-1.85397486359199	6.70518546119242e-05	11588.4482758621	3963.63793103448	21484.6918114842
"OR2A5"	"OR2A5"	1.85263543028702	6.79874692883366e-05	18406	63289.5	34099.607729863
"OR12D2"	"OR12D2"	-1.85109572689977	6.89941453295608e-05	2968.39655172414	941.258620689655	5494.78617264055
"KRTAP27-1"	"KRTAP27-1"	-1.85003246555122	6.9822765852321e-05	264649.586206897	77689.5	489610.326477455
"HIST1H4H"	"HIST1H4H"	1.84983821557396	6.9902921247026e-05	98849.2586206897	355370.362068966	182855.136177706
"NQO2"	"NQO2"	1.8495229282335	7.01364486280582e-05	1029.5	3636.98275862069	1904.08385461638
"SGCB"	"SGCB"	1.84903416267638	7.04678486421328e-05	876.844827586207	3370.03448275862	1621.31604157298
"ZDHHC19"	"ZDHHC19"	1.8479548463098	7.11546110121839e-05	205889.431034483	784486.379310345	380474.37188414
"KCNRG"	"KCNRG"	-1.84791239035023	7.14514516641801e-05	1108.68965517241	220.775862068966	2048.76135084623
"KCNK1"	"KCNK1"	-1.84724767546897	7.17708358153003e-05	1641.13793103448	350.344827586207	3031.5882282274
"REG4"	"REG4"	-1.84727813324857	7.19141908547486e-05	819.224137931035	230.362068965517	1513.33483622941
"KLRB1"	"KLRB1"	1.84462456084185	7.35247859579273e-05	8719.93103448276	32084.7413793103	16084.998955054
"ZNF501"	"ZNF501"	1.84406280687071	7.38557118086349e-05	12060.8448275862	42792.275862069	22240.9553659907
"RNASE6"	"RNASE6"	1.8440748411732	7.38557118086349e-05	1871.12068965517	7204.10344827586	3450.48658859174
"PCDHB16"	"PCDHB16"	-1.84447177580203	7.38624241379527e-05	445.120689655172	119.413793103448	821.012548894502
"APOL3"	"APOL3"	1.84190891125421	7.54572199571593e-05	5079.41379310345	18072.7586206897	9355.8175294648
"PGM2L1"	"PGM2L1"	1.84181216429234	7.55457550785684e-05	744.431034482759	3036.58620689655	1371.10213478708
"ENC1"	"ENC1"	1.83724535555355	7.92559522414086e-05	5717.39655172414	22705.3793103448	10504.260260513
"RRAS2"	"RRAS2"	1.83615306697827	8.05049873574886e-05	218.620689655172	887.379310344828	401.421049815249
"CHRNA5"	"CHRNA5"	1.83488261649068	8.11582094851105e-05	46926.8793103448	178944.689655172	86105.3150927078
"FAM168A"	"FAM168A"	-1.83237846479261	8.31808553351491e-05	20947.0862068966	6264.89655172414	38382.9896656716
"AACS"	"AACS"	1.83238903488358	8.31808553351491e-05	5715.20689655172	19245.3275862069	10472.4824493324
"ACVR1"	"ACVR1"	-1.8327316200219	8.31808553351491e-05	1033.53448275862	216.655172413793	1894.1913269347
"ZFR2"	"ZFR2"	1.83111387137173	8.44753719112494e-05	353.103448275862	1236.91379310345	646.57262216712
"CHMP6"	"CHMP6"	1.830224929944	8.52358850371399e-05	362.913793103448	1347.8275862069	664.213871558471
"MEX3A"	"MEX3A"	1.82925347750223	8.5821321326945e-05	3944.87931034483	14240.7931034483	7216.18419677489
"CHD2"	"CHD2"	1.8269364372557	8.79200611728967e-05	2065.15517241379	6670.06896551724	3772.90723306984
"MASTL"	"MASTL"	-1.82644984606276	8.84467334005552e-05	956.379310344828	313.103448275862	1746.77884415692
"GALNTL6"	"GALNTL6"	1.82533330373817	8.9291440316995e-05	25472.7068965517	89645.3448275862	46496.1802346369
"INTS7"	"INTS7"	-1.82473851161695	8.97854670549374e-05	101691.017241379	30436.4827586207	185559.515445848
"OSBPL11"	"OSBPL11"	-1.82454973873523	8.99864739665746e-05	3851.8275862069	1109.58620689655	7027.85101606696
"SPAG4"	"SPAG4"	-1.82312796002455	9.11949058989691e-05	2702502.15517241	801466.827586207	4927007.24112145
"IQGAP1"	"IQGAP1"	1.82232380480343	9.1932995371768e-05	4243.55172413793	15340.6379310345	7733.12532381118
"LRRC14"	"LRRC14"	-1.81971716303228	9.45206601493479e-05	4884.25862068965	1495.86206896552	8887.96924075734
"RNF19A"	"RNF19A"	1.81919635531775	9.49267348481645e-05	3230.06896551724	10990.9655172414	5876.12968949395
"ABHD5"	"ABHD5"	1.8189716047344	9.49900910985592e-05	2459.46551724138	9106.89655172414	4473.69793868546
"CPNE4"	"CPNE4"	-1.8198907582001	9.49900910985592e-05	370.965517241379	114.206896551724	675.116716438505
"RHBDF1"	"RHBDF1"	-1.81952169366148	9.51258106500722e-05	572.896551724138	165.396551724138	1042.39770408593
"TNFRSF1A"	"TNFRSF1A"	-1.81787294459935	9.59392882998514e-05	15493.5172413793	4575.75862068965	28165.2458097869
"ZNF570"	"ZNF570"	1.81727649740339	9.64426794808725e-05	58105.7586206897	212603.689655172	105594.229505174
"OTOA"	"OTOA"	1.81733068398452	9.64426794808725e-05	591.534482758621	2253.08620689655	1075.01376615215
"ITM2C"	"ITM2C"	1.81348250312637	0.000100332473449406	332.396551724138	1065.31034482759	602.795330651265
"TSKU"	"TSKU"	-1.81288209406189	0.00010091153956655	8345.10344827586	2499.81034482759	15128.6886144735
"RNASE1"	"RNASE1"	1.8107279777365	0.000103148256234733	87675.3103448276	304654.224137931	158756.13739811
"LNX2"	"LNX2"	1.81008917418857	0.000103803351767573	3179.96551724138	11472.3448275862	5756.02115705159
"TSKS"	"TSKS"	-1.80948771680171	0.000104347861019852	116062.568965517	34472.8965517241	210013.792923555
"IMMP1L"	"IMMP1L"	-1.8092755394544	0.000104488240131931	132115.586206897	40735.6724137931	239033.498504818
"STEAP3"	"STEAP3"	-1.80907688789509	0.00010485672659715	1495.48275862069	361.448275862069	2705.44329486627
"TYW1B"	"TYW1B"	-1.80887659310286	0.000104927288061748	2801.13793103448	811.086206896552	5066.91283750085
"ECT2L"	"ECT2L"	1.80779663321792	0.000105872250908176	135165.913793103	494197.534482759	244352.483880995
"TATDN2"	"TATDN2"	-1.80735429557063	0.000106414140005407	3345.36206896552	985.310344827586	6046.25450558386
"SLC35D2"	"SLC35D2"	1.80652609087536	0.000107134806359362	211767.844827586	740210.517241379	382564.136889479
"PAPPA2"	"PAPPA2"	-1.80724327994866	0.000107396031684483	403.896551724138	113.896551724138	729.939328897886
"COQ3"	"COQ3"	-1.80604235741318	0.000107503311760427	6845.60344827586	1918.03448275862	12363.4497896399
"TTK"	"TTK"	-1.80553004757619	0.000108528355015334	1198.96551724138	252.034482758621	2164.76826738704
"XKR4"	"XKR4"	-1.80234994220754	0.000112745655317068	405.655172413793	121.362068965517	731.132576556188
"GSPT1"	"GSPT1"	-1.801996260582	0.000112745655317068	398.310344827586	110.862068965517	717.753751930436
"PHLPP1"	"PHLPP1"	1.8007438470074	0.000113398280110327	134552.827586207	466296.517241379	242295.176373309
"SMR3B"	"SMR3B"	1.80035580518146	0.000113783326251445	1627.15517241379	5038.8275862069	2929.45826058621
"FST"	"FST"	-1.80058815324864	0.000113809747842693	1566.20689655172	400.586206896552	2820.09358346735
"DYNC1LI2"	"DYNC1LI2"	-1.79821653226127	0.000116362344066446	3349.34482758621	991	6022.8472412093
"STARD7"	"STARD7"	1.7981738694265	0.000116880454829818	126.362068965517	571.310344827586	227.220970500462
"SLC1A7"	"SLC1A7"	-1.79699440522485	0.000118265675940531	512.896551724138	164.879310344828	921.672233907395
"FNDC8"	"FNDC8"	1.79542063883032	0.000119429344317466	17314.724137931	63432.6551724138	31087.213072895
"RAX"	"RAX"	1.79530723184472	0.000119459980274679	48311.3275862069	173780	86733.6757955367
"EIF2B2"	"EIF2B2"	-1.7945501318193	0.000120359914799399	12029.9655172414	3734.39655172414	21588.3762047472
"FAM53C"	"FAM53C"	-1.79388952403417	0.000121108412899195	11200.1724137931	3432.98275862069	20091.8719604799
"ACSL5"	"ACSL5"	-1.79257485269416	0.000122826265647699	3654.74137931034	1106.55172413793	6551.39748965249
"RPL34"	"RPL34"	1.79167318653855	0.000124101683857145	410.293103448276	1433.63793103448	735.111152069964
"RFC2"	"RFC2"	1.78904522270368	0.000128278370914794	154.310344827586	655.275862068965	276.068185227551
"EEF1E1"	"EEF1E1"	1.78734626485068	0.000129290820343194	9202.74137931034	28437.8620689655	16448.4854306971
"PSMB10"	"PSMB10"	-1.78740330406273	0.000129290820343194	8583.12068965517	2561.72413793103	15341.4982798588
"TLL1"	"TLL1"	-1.78540423282239	0.000132199789700105	734.655172413793	270.448275862069	1311.65645449245
"MLXIP"	"MLXIP"	1.78496354182567	0.000132577671378058	776.396551724138	2933.62068965517	1385.83953882675
"ARPC5L"	"ARPC5L"	-1.78419290438696	0.000133657908776217	1782.44827586207	535.568965517241	3180.23156622987
"ADARB1"	"ADARB1"	-1.78331743449649	0.000134573405501725	7310.63793103448	2235.68965517241	13037.1880797051
"YIPF1"	"YIPF1"	-1.78394714945993	0.000134613276172099	618.258620689655	170.189655172414	1102.94070400834
"CCDC68"	"CCDC68"	1.78227344530699	0.000135772601025482	8943.68965517241	30227.3965517241	15940.1005754806
"PLA2G4A"	"PLA2G4A"	-1.78078168016596	0.000138227140161986	1608.18965517241	428.5	2863.83467616344
"KAT2B"	"KAT2B"	1.77878390849935	0.000140667267926123	98785.6551724138	362480.827586207	175718.333811255
"EPB41"	"EPB41"	1.77809468367237	0.000141666113382377	1888.15517241379	6885.75862068965	3357.31867401745
"RPL11"	"RPL11"	-1.77794087331433	0.000141680788330292	556093.482758621	184905.155172414	988701.332380268
"GABRA1"	"GABRA1"	-1.77757474045217	0.00014212123508459	36524.7413793103	11279.7068965517	64925.4576774103
"TCF3"	"TCF3"	1.77721107410979	0.000142530845295693	82197.3275862069	279538.431034483	146082.000848437
"ZNF174"	"ZNF174"	-1.77561587813212	0.000144847645307439	626507.637931034	195649.103448276	1112436.90968139
"CHRNE"	"CHRNE"	1.77544860318309	0.000144994668550133	4617.6724137931	15711.2068965517	8198.44003702607
"GTF2IRD2B"	"GTF2IRD2B"	-1.77395086180417	0.000147146822694261	987.724137931035	349.568965517241	1752.17408570754
"ABLIM1"	"ABLIM1"	-1.77375704572048	0.000147346872198945	5040.03448275862	1562.51724137931	8939.79667446729
"CLEC4G"	"CLEC4G"	-1.77440269025139	0.000147346872198945	438.620689655172	139.413793103448	778.289731724059
"STC2"	"STC2"	-1.77029657195879	0.000152743834998793	5552.55172413793	1641.58620689655	9829.66328286523
"TRIM16"	"TRIM16"	-1.7701965232799	0.000152765730969536	5000.51724137931	1504.01724137931	8851.89823529085
"HOXD11"	"HOXD11"	-1.76875187652016	0.000154860032631921	2238131.4137931	708187.896551724	3958699.13804528
"IWS1"	"IWS1"	1.76844103151986	0.000155334439163938	1696.84482758621	6221.29310344828	3000.77001722569
"LMAN1"	"LMAN1"	-1.76854993097302	0.000156518048806624	535.620689655172	108.724137931034	947.271933717378
"ETFB"	"ETFB"	1.76460236719848	0.000161460726341697	1770.25862068966	5559.36206896552	3123.80255262248
"PPP4C"	"PPP4C"	-1.76424422822481	0.000161886717643347	120539.982758621	37888.6896551724	212661.968852215
"BMP7"	"BMP7"	-1.76460904102057	0.000162247321816706	619.51724137931	187.396551724138	1093.20572520606
"SNORD115-30"	"SNORD115-30"	-1.76237407231694	0.00016485050873426	37430.8448275862	11674.4827586207	65967.1504290567
"KYNU"	"KYNU"	-1.76250205483273	0.00016486089141639	2191.12068965517	527.603448275862	3861.85471790375
"SSPN"	"SSPN"	1.76209985309908	0.000165035723692878	10142.0862068966	37344.0172413793	17871.3686152906
"MRPL17"	"MRPL17"	1.76026869544989	0.000168148070499762	4347.68965517241	14986.9827586207	7653.10199753133
"PRR23A"	"PRR23A"	-1.76014753453372	0.000168212320113456	12682.1551724138	4078.98275862069	22322.4641592982
"WWP2"	"WWP2"	1.759409048411	0.000169401396315965	3070.68965517241	10639.0172413793	5402.5991641724
"UBL4B"	"UBL4B"	1.75851759869247	0.000170879555107406	2304.75862068966	8298.65517241379	4052.95859522093
"CCDC30"	"CCDC30"	1.75837089678632	0.000170921212417463	20498.7413793103	71896.9137931034	36044.3902621288
"RPAP1"	"RPAP1"	1.75813629902956	0.000171238991784516	3622.63793103448	12779.1724137931	6369.09124479306
"KIAA0391"	"KIAA0391"	1.75769505863605	0.000171836951420111	67547.6896551724	235805.672413793	118728.240329178
"BSN"	"BSN"	-1.75757641623685	0.000172065243488399	4153.68965517241	1323.53448275862	7300.42697829801
"IQSEC3"	"IQSEC3"	1.75697265458296	0.000173434995271731	344.862068965517	1256.79310344828	605.913224775315
"FANCI"	"FANCI"	1.75436662700071	0.000177527934816977	136142.293103448	479731.017241379	238843.495544038
"OR1D2"	"OR1D2"	1.75365123414139	0.000178722447425202	39707	141752.24137931	69632.229554052
"KCNH4"	"KCNH4"	-1.75314902874444	0.000179379864270494	21743.1379310345	6828.79310344828	38118.9611456496
"SEH1L"	"SEH1L"	1.7531969060417	0.000179379864270494	12479.224137931	41943.275862069	21878.5371484216
"RND2"	"RND2"	1.75259426937714	0.000180253217107546	21907.6206896552	74936.9827586207	38395.1704763778
"PCDH11Y"	"PCDH11Y"	-1.75157177251761	0.000182408034177978	1618.46551724138	510.224137931034	2834.85851479312
"CBWD2"	"CBWD2"	-1.75123041151203	0.00018306618226908	1646.27586206897	496.379310344828	2883.00835539336
"EGFR"	"EGFR"	-1.75076733962312	0.000183114503846505	1445622.4137931	458011.827586207	2530948.5074961
"THAP1"	"THAP1"	-1.75098153205744	0.000183114503846505	1542.1724137931	499.620689655172	2700.31541580016
"ZIM3"	"ZIM3"	-1.7495673216324	0.000185386602496205	5140.89655172414	1717.89655172414	8994.34461078926
"RPL41"	"RPL41"	-1.74940631443046	0.00018785022194213	390.603448275862	78	683.324138852106
"CARD9"	"CARD9"	-1.74788136566389	0.000189245696859495	367.068965517241	114.465517241379	641.593004741109
"TSPO"	"TSPO"	1.74653347935748	0.000191707723443004	197.362068965517	673.48275862069	344.699461003535
"MAD2L1"	"MAD2L1"	-1.74538154363196	0.000192885611259134	9148.98275862069	2751.3275862069	15968.4656499036
"PCP4"	"PCP4"	-1.74630225915328	0.000192885611259134	398.155172413793	130.155172413793	695.299277079772
"SPEG"	"SPEG"	-1.74573496881235	0.000193688880132799	378.948275862069	120.844827586207	661.543256543562
"RPL23AP53"	"RPL23AP53"	1.74480154365393	0.000194191666227493	464.48275862069	1586.93103448276	810.430234242013
"PHB"	"PHB"	1.7442793329308	0.000194735856751584	412.655172413793	1216.62068965517	719.785888868375
"C1orf226"	"C1orf226"	-1.74395285701561	0.00019570424259558	1497.37931034483	443.862068965517	2611.35892631193
"TMEM59L"	"TMEM59L"	-1.74353612963214	0.000195794822359857	5055.63793103448	1557.87931034483	8814.68739109731
"TM9SF3"	"TM9SF3"	-1.74378898802013	0.000195794822359857	1113.44827586207	293.931034482759	1941.61884217828
"KLHL34"	"KLHL34"	1.74292029763172	0.000196704244414201	4949.37931034483	16250.5689655172	8626.37366067848
"PPP2R1B"	"PPP2R1B"	1.74237417822322	0.000197527824053334	765425	2686462.5862069	1333656.75536651
"LOXL1"	"LOXL1"	1.7424425419936	0.000197527824053334	1052.70689655172	4150.20689655172	1834.28128080178
"HCFC2"	"HCFC2"	1.7416598662149	0.000198622168929911	12038.6206896552	42235.1896551724	20967.1824997568
"LRP6"	"LRP6"	-1.74162918155833	0.000198622168929911	566.448275862069	172.344827586207	986.542847084783
"KCTD14"	"KCTD14"	-1.74165256169335	0.000198952401060309	1552.1724137931	494.103448275862	2703.34506067251
"GGA1"	"GGA1"	1.73953743966177	0.000202739637843183	212065.706896552	730284.172413793	368896.236814891
"KDM4B"	"KDM4B"	-1.74028551596213	0.000202887344096765	645.862068965517	156.689655172414	1123.98440393002
"SLC44A1"	"SLC44A1"	1.73792785644132	0.000205853595163049	21184.4310344828	74757.8103448276	36817.0128176876
"FZD5"	"FZD5"	1.73672284948946	0.000208333992195677	4904.81034482759	17008.3448275862	8518.29619827433
"SPRED1"	"SPRED1"	-1.73666866867128	0.000208810449931636	2278.05172413793	478.672413793103	3956.22105492294
"MUSK"	"MUSK"	1.73591933581073	0.000209522602812156	17359.4655172414	62924.9137931034	30134.631850719
"LYSMD4"	"LYSMD4"	-1.73604724473993	0.000209522602812156	2221.05172413793	681.655172413793	3855.85072611454
"SPI1"	"SPI1"	-1.73453095717375	0.000212861159320178	1543.37931034483	481.189655172414	2677.03919245458
"GEMIN5"	"GEMIN5"	-1.73241260467798	0.000217411791711356	2124.86206896552	575.379310344828	3681.137831478
"USP13"	"USP13"	1.73205346689415	0.000217634753444475	22920.0689655172	86693.9655172414	39698.7849131772
"CLCA3P"	"CLCA3P"	-1.7317990480714	0.000218578650102563	1684.87931034483	517.086206896552	2917.87238577037
"HLA-F"	"HLA-F"	-1.73131226549346	0.000218953335542176	84249.4482758621	26809.6034482759	145862.103161057
"DYTN"	"DYTN"	-1.73079208899945	0.000220386792969828	1668.91379310345	548.172413793103	2888.54279032552
"TRIM37"	"TRIM37"	1.73010102500014	0.000221372319554424	20687.7068965517	76424.0172413793	35791.8229066266
"SPOPL"	"SPOPL"	1.72982927068491	0.000222652222276543	148.948275862069	405.844827586207	257.655087404258
"GFPT2"	"GFPT2"	-1.72870943660261	0.000223443696985881	635.413793103448	308.758620689655	1098.44582028539
"SLCO4A1"	"SLCO4A1"	1.72961924514953	0.000224073268836262	114.931034482759	421.344827586207	198.786929106323
"SNORD90"	"SNORD90"	-1.72823111328994	0.000225485289191364	1537.62068965517	490.344827586207	2657.36391630041
"CMBL"	"CMBL"	-1.72836890170703	0.000225647527583915	762.844827586207	223.724137931034	1318.47727682806
"SNRPC"	"SNRPC"	-1.72769252373602	0.000225946911346662	7693.96551724138	2302.05172413793	13292.8067020207
"IRAK2"	"IRAK2"	1.7269674315399	0.000227383367237453	250690.017241379	844454.982758621	432933.495188038
"TRPM5"	"TRPM5"	-1.72728490017614	0.000229352855291289	393.465517241379	116.51724137931	679.627046671029
"EXOC4"	"EXOC4"	-1.72490106442132	0.000232028634875849	2676.41379310345	932.793103448276	4616.54900055605
"TAS2R14"	"TAS2R14"	-1.72228944280783	0.000238175771803947	486066.724137931	149530.431034483	837147.587482943
"TRAF7"	"TRAF7"	-1.72163804574179	0.000239978647765907	1081.39655172414	406.637931034483	1861.77344598225
"NDUFC1"	"NDUFC1"	1.72139191641261	0.000240019294702831	24063.6379310345	84737.724137931	41422.9518139627
"SLC35A3"	"SLC35A3"	-1.72117858438718	0.000240399984571426	434.913793103448	184.724137931034	748.564306744251
"ECT2"	"ECT2"	-1.7208867366934	0.00024100554456024	1042.22413793103	342.344827586207	1793.54969562723
"SLC24A1"	"SLC24A1"	1.72052597725787	0.000243231638272417	160	565.293103448276	275.284156361259
"GRK1"	"GRK1"	1.71895630152876	0.00024614517488371	233.689655172414	740.379310344828	401.702305360703
"SHC3"	"SHC3"	-1.71788826188349	0.000248854054698661	729.137931034483	246.241379310345	1252.57749301815
"ZNF184"	"ZNF184"	1.71645960737889	0.000251419430346847	16054.8793103448	54977.9827586207	27557.5518375499
"SLC29A2"	"SLC29A2"	1.71555070819386	0.000253580225531053	780718.74137931	2553551.36206897	1339362.58967349
"TXLNG"	"TXLNG"	-1.71324084200662	0.000259585762220123	16406.2068965517	5373.79310344828	28107.7837175831
"ZBTB8A"	"ZBTB8A"	1.71096051723391	0.000265684594953592	2110.22413793103	7450.81034482759	3610.51018251397
"FSCN3"	"FSCN3"	-1.71130919007044	0.000265763469098312	770.568965517241	240.931034482759	1318.68175227273
"FBXO21"	"FBXO21"	-1.71067724224111	0.000266730357102012	1137.48275862069	364.413793103448	1945.86586861406
"CEMP1"	"CEMP1"	-1.70881738711629	0.000270868832843482	29536.8275862069	9678.77586206897	50473.0445395663
"AIFM3"	"AIFM3"	-1.70857264805876	0.000271532818385949	3508.89655172414	1170.29310344828	5995.20467314357
"CELA2A"	"CELA2A"	1.70760741609334	0.00027383579208352	9556.10344827586	33097.4482758621	16318.073117231
"CD8B"	"CD8B"	-1.70517380360549	0.000280688122600723	6940.6724137931	2342.6724137931	11835.0527794073
"CGB1"	"CGB1"	-1.70542191664385	0.00028122132316627	566.913793103448	189.068965517241	966.82720760632
"SNORA41"	"SNORA41"	1.70378651650025	0.000285313783311768	263.741379310345	852.879310344828	449.359005912143
"MANF"	"MANF"	-1.7027106000344	0.000287109270201136	352932.224137931	114654.103448276	600941.439133373
"SAMD1"	"SAMD1"	-1.70264970787968	0.000288230004869238	477.48275862069	140.051724137931	812.9858794831
"MMACHC"	"MMACHC"	-1.70209438233665	0.000288475839350887	69374.1206896552	22872.1034482759	118081.301105407
"PRPF4"	"PRPF4"	-1.70189959055346	0.00028914211136639	1784.03448275862	616.310344827586	3036.24755574015
"RAMP2"	"RAMP2"	-1.70121419147583	0.000290771453245188	566.241379310345	224.931034482759	963.297870283607
"CD1D"	"CD1D"	-1.69960727311648	0.000295248234995186	18191726.0862069	5749364.34482759	30918789.96666
"DDX24"	"DDX24"	1.69878093784746	0.00029752355302276	74245.0689655172	262003.568965517	126126.10788779
"ALKBH3"	"ALKBH3"	1.69954513334844	0.00029752355302276	104.827586206897	427.844827586207	178.159213978595
"DHRS1"	"DHRS1"	-1.6979264392699	0.000300777554941104	1077.98275862069	343.810344827586	1830.33542693917
"SPIN2A"	"SPIN2A"	1.6951034838102	0.000308298809916955	42153.8620689655	136425.465517241	71455.1584491582
"H2AFY2"	"H2AFY2"	-1.69529020930178	0.000308966049022912	678.189655172414	239.672413793103	1149.72828246354
"IKZF5"	"IKZF5"	-1.69454611078165	0.00031048888676023	1633.94827586207	450.827586206897	2768.80069608046
"ASF1B"	"ASF1B"	1.69418157224397	0.000310708524115637	1299.10344827586	4518.06896551724	2200.91712250756
"HAP1"	"HAP1"	1.69362830943867	0.000312027535537622	9124.51724137931	30921.1379310345	15453.5407099613
"IFITM5"	"IFITM5"	1.6932759909811	0.000312998619708073	2646.37931034483	8821.25862068966	4481.05054923603
"GRIK2"	"GRIK2"	1.6921007489351	0.000316458511100793	10023.5344827586	32805.7931034483	16960.8302052526
"CLOCK"	"CLOCK"	1.69133450385626	0.000318886298064172	1427.53448275862	4646.48275862069	2414.43832613426
"PABPC4L"	"PABPC4L"	-1.68884978108628	0.000326907447664926	5264.24137931035	1700.93103448276	8890.51290103359
"ALOX12"	"ALOX12"	-1.68831068349606	0.000328219105754601	712840.827586207	231605.017241379	1203496.78484596
"DDX18"	"DDX18"	-1.68811332044739	0.000328620523499681	212778.206896552	68213.7068965517	359193.725362979
"OR5E1P"	"OR5E1P"	-1.68704951553569	0.000332258388742293	2104.77586206897	791.655172413793	3550.86109841466
"SHC1"	"SHC1"	-1.68596073660189	0.000335425838660054	1664488.0862069	549994.293103448	2806261.55988645
"ZNF430"	"ZNF430"	-1.68602474142568	0.000335586460120769	1186.93103448276	331.051724137931	2001.19509050391
"NBN"	"NBN"	-1.6850447692415	0.000337550367776126	19931.3620689655	6564.31034482759	33585.2373981688
"RFTN2"	"RFTN2"	-1.68527326845545	0.000337550367776126	2639.46551724138	899.810344827586	4448.22067921684
"TUBGCP4"	"TUBGCP4"	-1.68527771524323	0.000337550367776126	1760.70689655172	552.448275862069	2967.28009583369
"EBPL"	"EBPL"	1.68481186169179	0.000338023715535746	619130.5	2038359.12068966	1043118.41033517
"CRABP1"	"CRABP1"	-1.68508874888402	0.000338028652953514	1142.12068965517	359.931034482759	1924.57472400559
"PRAMEF13"	"PRAMEF13"	1.68355478345291	0.000343545069151559	159.551724137931	478.758620689655	268.614068380573
"BMP5"	"BMP5"	1.68318398377539	0.000343574833762945	457.137931034483	1570.24137931034	769.447243893462
"PPP3R1"	"PPP3R1"	-1.68270233725826	0.000344445618210608	8634.8275862069	2860.44827586207	14529.8445611324
"MYL6"	"MYL6"	-1.68125581697326	0.000350674077414156	1012.5	317.965517241379	1702.27151468542
"CADPS"	"CADPS"	1.68024466722831	0.000352462117475827	602.98275862069	2041.55172413793	1013.15856460303
"ZNF233"	"ZNF233"	1.68025438054903	0.000352462117475827	552.258620689655	1728.75862068966	927.934966609757
"MLC1"	"MLC1"	-1.68101616458195	0.000352462117475827	365.327586206897	109.706896551724	614.121577781498
"RBM4"	"RBM4"	-1.67859391034388	0.000357757666656991	16743.8103448276	5491.68965517241	28106.0580807805
"COX8C"	"COX8C"	-1.67890033610628	0.000358298167797471	556.620689655172	191.672413793103	934.510662945777
"INPP4B"	"INPP4B"	-1.67823077163172	0.000358731038687453	4192.13793103448	1357.43103448276	7035.37487478661
"BBC3"	"BBC3"	1.67807240545286	0.000359777627328327	339	1099.53448275862	568.866545448519
"PLXNA3"	"PLXNA3"	1.67716078250221	0.000361818022618556	20675.6034482759	68925.8965517241	34676.3112580158
"OR6B2"	"OR6B2"	1.67689108574726	0.000362537270842106	12706.0862068966	42740.9482758621	21306.7226950811
"OR10K2"	"OR10K2"	1.6759279803185	0.00036628818699865	176.775862068966	416.241379310345	296.263613486304
"AADAT"	"AADAT"	1.67540200024596	0.000367484460673981	308306.517241379	945460.293103448	516537.355675074
"PHF5A"	"PHF5A"	1.67494951670077	0.000369195024572533	1331.12068965517	4442.79310344828	2229.55995580833
"PCDHGB7"	"PCDHGB7"	1.6746337050818	0.000371711244397774	212.103448275862	692.896551724138	355.195583446833
"ADAMTS12"	"ADAMTS12"	-1.67402679771754	0.000371794998417725	916651.24137931	306197.75862069	1534498.74223001
"SLC6A13"	"SLC6A13"	1.67372950313066	0.000372627064951804	699271.706896552	2343339.36206897	1170391.68653729
"MEX3B"	"MEX3B"	1.66886315221336	0.000391380557562627	7901.48275862069	27559.775862069	13186.4934237112
"SBNO2"	"SBNO2"	1.66876744023492	0.000392324815439899	500.396551724138	1664.25862068966	835.045472723069
"RMI1"	"RMI1"	-1.66788494620886	0.00039464329906374	49191.5172413793	16412.7413793103	82045.7910880703
"TIA1"	"TIA1"	1.6649248652037	0.000406413819990074	10371.2586206897	31578.5172413793	17267.3663610444
"FBXO46"	"FBXO46"	-1.66365226813867	0.000413522538782627	610.413793103448	206.724137931034	1015.51629139968
"RTEL1"	"RTEL1"	-1.66233463504827	0.000416893244257643	1005.98275862069	366.862068965517	1672.27998191658
"PDZD7"	"PDZD7"	-1.66190310793597	0.000418106652652626	83988.224137931	28568.3448275862	139580.29072485
"TRIM65"	"TRIM65"	1.66167173772498	0.000418743021936291	465747.620689655	1583214.77586207	773919.658212653
