"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"UBE2G2"	"UBE2G2"	-2.72897937073877	2.3317450169885e-09	11501.5344827586	1773.27586206897	31387.4503352889
"VSTM2B"	"VSTM2B"	2.72511053802242	2.48657722804069e-09	67.7586206896552	507.172413793103	184.649731283243
"LCAT"	"LCAT"	2.72348842987022	2.50726899159595e-09	370.293103448276	2433.77586206897	1008.48898290212
"PRDM6"	"PRDM6"	2.72169130838103	2.55075401109725e-09	220.086206896552	1084.10344827586	599.006716404895
"UGT1A7"	"UGT1A7"	-2.72038338092641	2.6114906223336e-09	1813.72413793103	300.862068965517	4934.02500241266
"KY"	"KY"	-2.71764792485803	2.72069516435464e-09	621.98275862069	77.9655172413793	1690.33015326299
"ZNF511"	"ZNF511"	2.71237475540716	2.91932329507128e-09	174.48275862069	1150.84482758621	473.262629736559
"TBC1D13"	"TBC1D13"	2.7014049599803	3.37490038142382e-09	4206.29310344828	24260.3448275862	11362.9010527861
"OR56A1"	"OR56A1"	-2.69739687325916	3.55683809723339e-09	266834.74137931	42033.1724137931	719759.197073469
"FYCO1"	"FYCO1"	2.69734365551208	3.55683809723339e-09	9393.81034482759	64835.3275862069	25338.3347347045
"WNT2B"	"WNT2B"	-2.69443778014632	3.70065404460668e-09	961.620689655172	121.793103448276	2591.02711637725
"CD40"	"CD40"	2.69400817458309	3.7131149866132e-09	1274.48275862069	9557.12068965517	3433.46697008934
"C8orf59"	"C8orf59"	2.69268837575444	3.77657913591306e-09	786.637931034483	5381.15517241379	2118.17081282408
"ABHD8"	"ABHD8"	2.69099495211343	3.97929168612649e-09	52.0689655172414	497.379310344828	140.117323368665
"PRR3"	"PRR3"	2.68652012068072	4.09364892590242e-09	3639.75862068966	24018.6551724138	9778.28476890386
"ZNF652"	"ZNF652"	-2.68227154832301	4.33768852972923e-09	7738.41379310345	1249.77586206897	20756.5271463917
"GBA2"	"GBA2"	-2.67877916109705	4.5397540558798e-09	9719.63793103448	1813.94827586207	26036.7635430636
"ZNF274"	"ZNF274"	2.67748693891694	4.61191314138539e-09	630880.25862069	4257097.65517241	1689173.65247744
"CISD1"	"CISD1"	-2.67384864592074	4.85550453868458e-09	1831.12068965517	303.775862068966	4896.13957655193
"PTGIR"	"PTGIR"	-2.67353116560303	4.89997328039721e-09	526.48275862069	91.2413793103448	1407.56806332507
"APOBEC3D"	"APOBEC3D"	-2.67279562227021	4.95326885555009e-09	771.98275862069	117.913793103448	2063.35213770946
"GATAD1"	"GATAD1"	2.66994829750126	5.11948650128523e-09	148.844827586207	923.310344827586	397.407994005662
"METRN"	"METRN"	2.66576439671439	5.3714499261746e-09	23972.5862068966	146781.74137931	63905.2668075113
"COL23A1"	"COL23A1"	2.66199512787817	5.63765750748233e-09	11806.6551724138	77792.0517241379	31429.2585455031
"CHD9"	"CHD9"	-2.66225616943172	5.63765750748233e-09	2129.89655172414	346.034482758621	5670.33023507894
"TP53INP1"	"TP53INP1"	2.64815217646929	6.86638162016441e-09	96.3965517241379	527.344827586207	255.272738252411
"DOCK7"	"DOCK7"	-2.64595016395257	7.00849417352211e-09	73960.6551724138	12538.9827586207	195696.207679487
"LMTK2"	"LMTK2"	2.64530442897951	7.05585817688667e-09	7273.13793103448	38559.4482758621	19239.6639815444
"EIF3A"	"EIF3A"	2.63940973879874	7.64019896750483e-09	5108.6724137931	34293.7068965517	13483.879721298
"TRIM64"	"TRIM64"	2.63729994781945	7.8485267723033e-09	33943	218978.24137931	89517.8721288355
"LRRC41"	"LRRC41"	2.63655488435667	7.91351009337609e-09	46915.3275862069	301843.25862069	123694.836098607
"HSD3B2"	"HSD3B2"	-2.63522440078129	8.04530845678381e-09	24100.0344827586	4144.8275862069	63508.9989286361
"CXCL5"	"CXCL5"	-2.63591248726731	8.11723029622194e-09	510.862068965517	79.2413793103448	1346.58770685742
"VRK2"	"VRK2"	-2.63357815920485	8.25206386258076e-09	779	133.5	2051.55738602058
"CFL2"	"CFL2"	2.63251980407477	8.3048351701898e-09	1496.55172413793	10094.5517241379	3939.70205161535
"NME1-NME2"	"NME1-NME2"	2.63210010490365	8.3305709049878e-09	26832.6034482759	171984.344827586	70626.0983510451
"RAD21"	"RAD21"	-2.62356077440857	9.34963177042535e-09	6840264.70689655	1135386.22413793	17945850.1715852
"RBM25"	"RBM25"	2.62179150348378	9.54894172224094e-09	256.051724137931	1357.84482758621	671.3142347972
"DDX4"	"DDX4"	2.62028030474637	9.83229056156193e-09	107	609.724137931035	280.369992607861
"IGF2BP2"	"IGF2BP2"	-2.6182906430529	1.00249567771114e-08	502.758620689655	66.5172413793103	1316.36819226591
"TNNI3K"	"TNNI3K"	-2.61210615498839	1.08930742686184e-08	1346.8275862069	216.258620689655	3518.05662763919
"KRTAP12-2"	"KRTAP12-2"	-2.60495440115055	1.1950208464313e-08	18374.0344827586	3432.62068965517	47863.521992754
"DPP6"	"DPP6"	2.60418687510346	1.20504983099825e-08	23885.5689655172	139784.948275862	62202.4852043786
"PRKCD"	"PRKCD"	2.60346704780046	1.21467640536277e-08	8433.98275862069	52397.1724137931	21957.5961937862
"CARS"	"CARS"	2.59750526496399	1.32895251212971e-08	92.8965517241379	598.258620689655	241.299282200448
"MEX3C"	"MEX3C"	2.59339136246134	1.38852519932982e-08	8257.98275862069	47991.0689655172	21416.1811575615
"SBF2"	"SBF2"	2.5913959357332	1.42407696377062e-08	2728.58620689655	15137.8448275862	7070.8472068494
"MBOAT2"	"MBOAT2"	2.59149172597952	1.43158786669773e-08	119.655172413793	798.637931034483	310.085389280998
"CISD2"	"CISD2"	-2.58738425237794	1.49830123874971e-08	92830.7068965517	16248.9482758621	240188.70916125
"MKRN3"	"MKRN3"	-2.58624220760234	1.52800884514361e-08	1064.98275862069	189.5	2754.3033607136
"MOXD1"	"MOXD1"	-2.580225741761	1.64168806320932e-08	967.5	122.706896551724	2496.36840515377
"CHD4"	"CHD4"	2.58128944740713	1.64168806320932e-08	113.913793103448	742.465517241379	294.04447205205
"CYP2R1"	"CYP2R1"	-2.57885984244818	1.67151929821204e-08	4529.91379310345	803.327586206897	11682.0127707866
"P4HTM"	"P4HTM"	-2.57870921398295	1.67841437416362e-08	986.672413793103	181.103448275862	2544.34124463107
"DLX1"	"DLX1"	2.57748443299778	1.69535795071897e-08	2623.10344827586	16710.6206896552	6761.00830407383
"RNF125"	"RNF125"	-2.5705442501452	1.86761436574432e-08	1208.27586206897	214.534482758621	3105.92656983061
"SUSD1"	"SUSD1"	-2.56526426764084	1.99298334946841e-08	532461.068965517	90558.1551724138	1365903.35412709
"SUCLA2"	"SUCLA2"	2.56254564584317	2.06389296603615e-08	39875.6724137931	244109.827586207	102183.230719034
"ZNF483"	"ZNF483"	2.56100186201245	2.10395369196883e-08	3923.03448275862	25161.3965517241	10046.8986150839
"CSTL1"	"CSTL1"	-2.5620539611301	2.1068353690924e-08	421.655172413793	74.7758620689655	1080.30330471376
"IMMT"	"IMMT"	2.56058666899547	2.10764031228337e-08	2810.94827586207	14954.3448275862	7197.67668240822
"USP29"	"USP29"	-2.55869506760669	2.17317849248279e-08	1074.51724137931	181.344827586207	2749.36196557559
"MED15"	"MED15"	-2.55724687870044	2.20920803527769e-08	651.48275862069	126.189655172414	1666.00225100991
"OR2T12"	"OR2T12"	-2.55445525179365	2.27843054283085e-08	5956.72413793103	1122.12068965517	15216.185257624
"HRH4"	"HRH4"	-2.55352199829093	2.31124734699337e-08	474.448275862069	71.9655172413793	1211.514109465
"PDE12"	"PDE12"	-2.55017767232804	2.40358225139826e-08	29387.6034482759	5806.63793103448	74943.6101570237
"INPP5B"	"INPP5B"	-2.54916636974319	2.43406643443299e-08	7559.10344827586	1350.03448275862	19269.4122957546
"RNASEH1"	"RNASEH1"	-2.55021786225028	2.44628212337955e-08	415.844827586207	71.8620689655172	1060.49490723473
"ZNF256"	"ZNF256"	-2.54773833531948	2.47012350756367e-08	98502.9137931034	17558.275862069	250959.649611359
"NKX2-5"	"NKX2-5"	2.54706773975944	2.48780606052957e-08	78922.6551724138	459157.103448276	201021.348925814
"MIER2"	"MIER2"	2.54605634418201	2.51811657058448e-08	1146.31034482759	6457.48275862069	2918.57072584975
"C1orf61"	"C1orf61"	-2.54560461586814	2.52926531735364e-08	16880.9310344828	2945.74137931034	42972.1759615311
"LTBP3"	"LTBP3"	2.54413704648585	2.57860955619855e-08	624.724137931035	3765.51724137931	1589.38382314428
"PCGF3"	"PCGF3"	-2.54231550552453	2.63392147163146e-08	13564.7068965517	2583.87931034483	34485.7646709989
"TMTC3"	"TMTC3"	-2.54148818949618	2.65301918084531e-08	54426.7413793103	10030.7413793103	138324.92040828
"OR10Q1"	"OR10Q1"	2.54150490714746	2.65301918084531e-08	45602.8620689655	281579.931034483	115899.897728244
"PLXNC1"	"PLXNC1"	2.53704231895951	2.81142882351139e-08	409522.344827586	2569792.10344828	1038975.51938711
"MMP24"	"MMP24"	-2.53234037276574	2.99133454145315e-08	10161.2413793103	1900.53448275862	25731.7217822454
"IQCG"	"IQCG"	-2.53122763907868	3.03067346329054e-08	17156.0344827586	3075.46551724138	43425.8286597455
"ZFYVE26"	"ZFYVE26"	-2.53117200290162	3.03214756025954e-08	999.103448275862	137.672413793103	2528.90267627833
"SERPINB7"	"SERPINB7"	-2.52941466058475	3.08782501552486e-08	25465.8965517241	4593.93103448276	64413.8120828657
"S100A13"	"S100A13"	2.52943820980954	3.08782501552486e-08	2217.84482758621	13372.5	5609.901450325
"FNDC3B"	"FNDC3B"	-2.52914751509452	3.13450400594524e-08	477.98275862069	89.9310344827586	1208.88890622354
"SIM1"	"SIM1"	-2.52485742075808	3.27061812615051e-08	48293.2413793103	9174.1724137931	121933.548869013
"UTP18"	"UTP18"	-2.52103149361962	3.43829926790594e-08	13060.9137931034	2440.15517241379	32926.9750078647
"SNRPN"	"SNRPN"	2.51990181236125	3.4827626201875e-08	19799.2413793103	107782.293103448	49892.144235102
"SPAM1"	"SPAM1"	2.51876708000372	3.5349216442577e-08	688.724137931035	4220.89655172414	1734.73568582463
"BARX1"	"BARX1"	2.5182695572311	3.54699040841797e-08	276678.344827586	1684269	696750.652924399
"CHSY1"	"CHSY1"	-2.51556492588647	3.67894053590167e-08	1789.03448275862	292.551724137931	4500.43239602903
"RBMXL1"	"RBMXL1"	2.51540554474584	3.67894053590167e-08	405.189655172414	2298.74137931034	1019.21630529435
"BOP1"	"BOP1"	2.51593927743493	3.67894053590167e-08	100.103448275862	542.48275862069	251.854197323917
"NACA2"	"NACA2"	2.51200574110823	3.85517356536131e-08	137.327586206897	790.086206896552	344.96768496426
"CLCNKA"	"CLCNKA"	-2.5103446888116	3.96833037983823e-08	559.931034482759	98.6551724137931	1405.61989851458
"MRVI1"	"MRVI1"	-2.50689113948077	4.08710665285543e-08	154572.137931034	29870.1379310345	387495.52298991
"CEP68"	"CEP68"	-2.50524410229902	4.18220167706753e-08	1728.05172413793	191.137931034483	4329.1913903642
"HSD17B14"	"HSD17B14"	-2.50263872438992	4.37123273949453e-08	888.241379310345	111.637931034483	2222.94727246759
"TFEC"	"TFEC"	2.50010034112929	4.45196609215568e-08	11586.5517241379	68424.4482758621	28967.5419180294
"SDCBP"	"SDCBP"	-2.50000004196969	4.45870195895694e-08	5053.62068965517	865.5	12634.0519362368
"ETV7"	"ETV7"	-2.49761396909023	4.6162062630064e-08	810.344827586207	127.293103448276	2023.92856115932
"FCGR1B"	"FCGR1B"	-2.49660988042096	4.63977771680796e-08	82653.0862068966	15015.1896551724	206352.511671423
"BMI1"	"BMI1"	2.49655577073458	4.64223199781159e-08	590.189655172414	4002.5	1473.44138944854
"VCX3B"	"VCX3B"	-2.49168541235704	4.93733399077646e-08	70998.3275862069	13767.4655172414	176905.497148298
"TSN"	"TSN"	-2.49155195115447	4.93788067664942e-08	24279.5344827586	4848.06896551724	60493.7215136395
"COL2A1"	"COL2A1"	-2.49076469247412	4.98141311326921e-08	24206.8620689655	4684.05172413793	60293.5973569704
"PELI3"	"PELI3"	-2.48919071532978	5.0775427178771e-08	92826.2586206897	17099.1206896552	231062.261097422
"CYLC1"	"CYLC1"	2.48853046840843	5.11307330449473e-08	369406.362068966	2027031.29310345	919278.987232536
"PRDX1"	"PRDX1"	-2.48813448936296	5.13673710787519e-08	7064.65517241379	1288.18965517241	17577.8121899392
"MRPL24"	"MRPL24"	2.48712074053773	5.18301875621109e-08	24214.4310344828	139497.068965517	60224.2136461827
"LRRC49"	"LRRC49"	2.48727115219519	5.18301875621109e-08	1798.68965517241	11123.7413793103	4473.82889106225
"LMCD1"	"LMCD1"	2.48381855605364	5.4524799750264e-08	154.01724137931	966.448275862069	382.550882090123
"GK2"	"GK2"	2.48274444299354	5.47485324508806e-08	614.120689655172	3476.70689655172	1524.70472956874
"KAAG1"	"KAAG1"	2.4825710835734	5.47800342557192e-08	62304.7586206897	371905.672413793	154675.992120745
"LSM6"	"LSM6"	-2.48376112320645	5.4927479507366e-08	489.586206896552	81.1034482758621	1216.01518714776
"RBCK1"	"RBCK1"	2.48005660138132	5.64473314685697e-08	322874.379310345	1764091.15517241	800746.735825516
"SLC22A25"	"SLC22A25"	-2.4751792449612	6.01368579815376e-08	21701.5862068966	4256.44827586207	53715.3157620466
"EPAS1"	"EPAS1"	-2.47496427468974	6.02732351790643e-08	2641.84482758621	375.327586206897	6538.47156754973
"CHORDC1"	"CHORDC1"	2.47293126879845	6.20838997668006e-08	227.155172413793	1212.39655172414	561.739128731372
"COX6B1"	"COX6B1"	-2.46778984745353	6.60065180602318e-08	6821.94827586207	1267.94827586207	16835.1346950255
"TCP11L2"	"TCP11L2"	-2.46885049297718	6.60065180602318e-08	575	60.2586206896552	1419.58903346188
"UBASH3A"	"UBASH3A"	-2.46632692927452	6.71950725182681e-08	3045.12068965517	571.01724137931	7510.26315978756
"HEATR1"	"HEATR1"	2.46391308518256	6.91178018456275e-08	4187.01724137931	22036.8275862069	10316.4465689195
"CASQ1"	"CASQ1"	-2.46184140865736	7.09318802314339e-08	15959.2413793103	3073.6724137931	39289.1212783442
"MTSS1"	"MTSS1"	2.4591934101658	7.3407036400696e-08	318.637931034483	1555.96551724138	783.592300228863
"ATP8B1"	"ATP8B1"	-2.45832849879773	7.47135305610034e-08	693.741379310345	130.913793103448	1705.44420355387
"WDR53"	"WDR53"	-2.45329699044172	7.91037745646321e-08	1622.44827586207	339.689655172414	3980.34747231977
"RPGRIP1"	"RPGRIP1"	-2.45170365703606	8.2196485171415e-08	623.310344827586	58.9655172413793	1528.1722518822
"BCAT1"	"BCAT1"	-2.45030434854883	8.24481585082236e-08	951.103448275862	175.620689655172	2330.49291523014
"SNORA46"	"SNORA46"	-2.44447905855388	8.9460786430753e-08	603.844827586207	108.534482758621	1476.08603565056
"AGMAT"	"AGMAT"	-2.44143148771789	9.19772407858743e-08	1065.05172413793	221.258620689655	2600.25081535857
"DOT1L"	"DOT1L"	-2.43475981414172	9.99986917383439e-08	371353.534482759	72575.8103448276	904156.662598112
"HLA-B"	"HLA-B"	-2.43270813152167	1.02560691385295e-07	226475.896551724	43210.8275862069	550949.755135039
"CDYL"	"CDYL"	-2.43201040600451	1.03189680993282e-07	13329.6379310345	2763.22413793103	32417.8181565483
"GLYATL1"	"GLYATL1"	-2.43295165881585	1.03189680993282e-07	1093.1724137931	154.206896551724	2659.63563750966
"ANGPT2"	"ANGPT2"	-2.43078842197418	1.04657771127126e-07	197842.448275862	38667.3620689655	480913.13264399
"CD58"	"CD58"	-2.42794236240585	1.08629819036352e-07	2950.74137931034	405.431034482759	7164.22999533146
"CUL9"	"CUL9"	2.42627136351013	1.10814562359623e-07	657.913793103448	3690.48275862069	1596.27739586523
"PRSS3"	"PRSS3"	2.4251031850425	1.12286704208908e-07	1286.37931034483	7387.68965517241	3119.60256269002
"ALS2CR12"	"ALS2CR12"	2.42125377722354	1.17624247830002e-07	3422253.86206897	18762055.9137931	8286145.09015232
"C17orf98"	"C17orf98"	2.42187947737891	1.17624247830002e-07	181.413793103448	1133.62068965517	439.362342430705
"IQCF6"	"IQCF6"	-2.4207961475846	1.18226218568666e-07	6664.70689655172	1347.27586206897	16133.8967799529
"PI4K2A"	"PI4K2A"	-2.41995885966151	1.19246095547405e-07	293149.827586207	56665.6896551724	709410.522475487
"USP30"	"USP30"	-2.42051615824645	1.19666241958012e-07	1297.10344827586	136.810344827586	3139.65985546892
"MYO3B"	"MYO3B"	-2.41885066226729	1.20850733738982e-07	2036.34482758621	419.275862068966	4925.61403481147
"ALG6"	"ALG6"	-2.41443209483127	1.27570915729071e-07	94798.9827586207	19072.6034482759	228885.70652977
"HSD17B10"	"HSD17B10"	-2.41475983830193	1.28745009101625e-07	442.01724137931	82.7931034482759	1067.36548231977
"LUZP1"	"LUZP1"	-2.41097979746081	1.33043063052268e-07	24386.5	5001.6724137931	58795.3588307781
"KBTBD7"	"KBTBD7"	-2.40753729575433	1.39561354182955e-07	1735.55172413793	332.51724137931	4178.4055045728
"CD99L2"	"CD99L2"	2.40526893386753	1.43095886423688e-07	754.672413793103	4251.62068965517	1815.19011214337
"SLC7A4"	"SLC7A4"	-2.40415855243171	1.45218173336211e-07	807.810344827586	125.103448275862	1942.10414926005
"KRTAP9-2"	"KRTAP9-2"	2.40437338996818	1.45390495584738e-07	108.913793103448	629.965517241379	261.869425938431
"CYB5A"	"CYB5A"	-2.40052325974893	1.5135047231711e-07	5890.22413793103	1276.10344827586	14139.620048238
"SSR2"	"SSR2"	-2.40033457867828	1.51638993355493e-07	1811.72413793103	438.913793103448	4348.74409530196
"INMT"	"INMT"	-2.39568854973778	1.6056924019628e-07	95099.0862068966	19171.5172413793	227827.791916388
"SPAG11B"	"SPAG11B"	-2.39154684806512	1.69185973721811e-07	150518.482758621	28951.8275862069	359972.003016924
"CST3"	"CST3"	2.38897390662998	1.74658022513171e-07	49081.8448275862	260674.689655172	117255.246582365
"COMMD8"	"COMMD8"	2.38858246663021	1.75263211152383e-07	1628663.65517241	7312233.27586207	3890197.4507827
"DOK2"	"DOK2"	-2.38771080587133	1.77633383621154e-07	1452.10344827586	306.620689655172	3467.20309469129
"DCHS1"	"DCHS1"	-2.3861758830855	1.82172371192591e-07	683.879310344828	99.4655172413793	1631.85631728597
"PLA2G15"	"PLA2G15"	-2.38383172615493	1.85304088958903e-07	56115.5517241379	11197.7931034483	133770.032530688
"COL17A1"	"COL17A1"	-2.38419704449558	1.85304088958903e-07	409.913793103448	96.2241379310345	977.315254015213
"DCLK2"	"DCLK2"	2.38315821273849	1.86575855485229e-07	11692.2931034483	61572.775862069	27864.5843352283
"EIF4E2"	"EIF4E2"	-2.38390999899897	1.86655849422781e-07	1072.84482758621	139.051724137931	2557.56551185708
"KIAA1109"	"KIAA1109"	-2.37958393734411	1.94865189876567e-07	13362.9482758621	2801.22413793103	31798.2570728016
"HYDIN"	"HYDIN"	-2.37825936947517	1.98146929493377e-07	2883.34482758621	566.448275862069	6857.34185163467
"YPEL5"	"YPEL5"	-2.37839429605204	1.98292081535045e-07	444.431034482759	79.1551724137931	1057.0322374023
"TAS2R16"	"TAS2R16"	-2.37725955082399	2.01000371610924e-07	586.758620689655	132.603448275862	1394.8775350628
"SOX13"	"SOX13"	2.37692265017009	2.01000371610924e-07	378.137931034483	2085.27586206897	898.804613164319
"KCNH2"	"KCNH2"	-2.37658828191156	2.01222671923065e-07	3235.91379310345	471.034482758621	7690.43480196563
"GUK1"	"GUK1"	2.37380381237909	2.08021047158773e-07	2345.18965517241	13080.7931034483	5567.02014420029
"MRPS31"	"MRPS31"	2.37359875232004	2.08021047158773e-07	262.068965517241	1171.43103448276	622.046569573526
"AP3B2"	"AP3B2"	2.37345613357686	2.08394516903825e-07	967.603448275862	4214.06896551724	2296.56433918047
"CT47A10"	"CT47A10"	-2.37298335093154	2.09232114362426e-07	46354.9655172414	9306.24137931034	109999.561405419
"TEX12"	"TEX12"	2.37181500152696	2.12067502873659e-07	23703.5862068966	122215.879310345	56220.5213555048
"CNTFR"	"CNTFR"	-2.36814533580592	2.22201238217194e-07	8712.65517241379	1753.34482758621	20632.833709037
"TMEM214"	"TMEM214"	-2.36740407540736	2.25119410868654e-07	579.5	130.241379310345	1371.91066169856
"DCTN2"	"DCTN2"	2.36608925737778	2.27135203888345e-07	1816.1724137931	6980.3275862069	4297.22603782173
"CDKN2AIPNL"	"CDKN2AIPNL"	-2.36590229236304	2.30319910675812e-07	395.137931034483	80.8965517241379	934.85773683407
"EDAR"	"EDAR"	-2.36367619402139	2.34234775298097e-07	1854.56896551724	310.689655172414	4383.60051396398
"SLCO1B3"	"SLCO1B3"	2.36146359978795	2.40473644411155e-07	718.862068965517	3729.56896551724	1697.56660913032
"ASTN2"	"ASTN2"	-2.36023551146579	2.45719041216172e-07	1022.65517241379	194.379310344828	2413.70705391521
"TCP1"	"TCP1"	-2.35997153935566	2.4595920215915e-07	1006.41379310345	182.068965517241	2375.10790853911
"RUNX3"	"RUNX3"	2.35773556845878	2.50971439861116e-07	1574.44827586207	8405.68965517241	3712.1327006986
"ESYT3"	"ESYT3"	2.35717802346188	2.52882349739555e-07	387.568965517241	2112.13793103448	913.569048093095
"TOM1L1"	"TOM1L1"	-2.35448042876354	2.60792120949856e-07	167507.689655172	33341	394393.5769605
"BCL7B"	"BCL7B"	-2.35111405088614	2.71936408781506e-07	72163.3620689655	15084.9482758621	169664.294519529
"ARHGAP29"	"ARHGAP29"	2.35089817215655	2.72628137967181e-07	773.98275862069	4039.93103448276	1819.55465252207
"SURF2"	"SURF2"	2.3481890873679	2.81561756370084e-07	3269.91379310345	16338.1551724138	7678.37588559928
"OR2T1"	"OR2T1"	-2.34724473497905	2.85726318210142e-07	659.844827586207	115.258620689655	1548.81729745488
"KBTBD6"	"KBTBD6"	-2.34494926824555	2.92584868944762e-07	59996.1551724138	12993.5	140687.940169098
"HSP90B1"	"HSP90B1"	-2.34445487778323	2.95264898236552e-07	619.689655172414	79.1551724137931	1452.83443478077
"PTCH1"	"PTCH1"	2.34210382432555	3.02540838657239e-07	40694.9310344828	222116.844827586	95311.7536065266
"DPF2"	"DPF2"	2.33750626910772	3.20651737088249e-07	1766.74137931034	9954.72413793103	4129.76905002996
"CYP4F22"	"CYP4F22"	2.33714345340542	3.21449437679688e-07	40379.7413793103	197057.086206897	94373.2482148593
"OR52A1"	"OR52A1"	-2.33735519701144	3.22845848708606e-07	433.051724137931	96.0862068965517	1012.19569798856
"ZNF57"	"ZNF57"	2.33404874505908	3.33457243118442e-07	30893.6379310345	160258.017241379	72107.2568432407
"FANCA"	"FANCA"	-2.33220386549068	3.43819030153672e-07	502.879310344828	87.1896551724138	1172.81707146149
"SAMD11"	"SAMD11"	2.32908402666365	3.54273461358778e-07	57098.9482758621	306927	132988.248368604
"C14orf28"	"C14orf28"	-2.32652554486982	3.65643360626675e-07	11223.6034482759	2481.24137931034	26112.0001279028
"SLITRK6"	"SLITRK6"	2.32378106263943	3.77990209049309e-07	458817.362068966	2376306.24137931	1066191.09718604
"CDCA7"	"CDCA7"	2.32328993512512	3.79848326472848e-07	10174.2931034483	48222.1034482759	23637.8327642543
"ST8SIA5"	"ST8SIA5"	-2.31833035971757	4.05352565573218e-07	1240.08620689655	281.396551724138	2874.92950211528
"PLEKHG1"	"PLEKHG1"	-2.31864810879195	4.05694442161659e-07	719.034482758621	145.896551724138	1667.18794360447
"POLN"	"POLN"	2.31767957687139	4.06192887248991e-07	25634.0344827586	128132.620689655	59411.4781935066
"DCAF16"	"DCAF16"	2.31670937575639	4.10626165722599e-07	1733041	9137766.10344828	4014952.33327023
"CCT8L2"	"CCT8L2"	2.31533211689557	4.17914935170833e-07	435.48275862069	2200.93103448276	1008.28721738876
"ANK3"	"ANK3"	2.31298231846176	4.29346123553667e-07	31754.8103448276	165636.827586207	73448.3148536929
"OR10R2"	"OR10R2"	-2.31139788828346	4.37526752200868e-07	31301.5862068966	6368.27586206897	72350.4202585432
"SUCLG2"	"SUCLG2"	-2.31098260825635	4.39105212451599e-07	2536119.86206897	538233	5860928.89369488
"THY1"	"THY1"	-2.31008432794005	4.44285881823211e-07	3781.15517241379	800.258620689655	8734.78730530257
"TMUB1"	"TMUB1"	-2.30713227344729	4.60054818420364e-07	12165.8448275862	2535.8275862069	28068.2132354759
"PEX26"	"PEX26"	-2.30612932659754	4.68881029842114e-07	700.5	143.051724137931	1615.44359328157
"EFNB3"	"EFNB3"	-2.2928654770344	5.49593409449022e-07	19614.3103448276	4691.3275862069	44972.9750454938
"MEA1"	"MEA1"	-2.29305131081559	5.50757946281405e-07	1075.70689655172	227.568965517241	2466.6511091913
"FA2H"	"FA2H"	-2.29088716751214	5.61846191304788e-07	60701.5344827586	13384.5344827586	139060.366394847
"KDM1A"	"KDM1A"	2.29071811020185	5.62432153628993e-07	1061.08620689655	4749.94827586207	2430.64939062332
"CNOT1"	"CNOT1"	-2.28868781739676	5.79109690539489e-07	484.051724137931	119.137931034483	1107.84328402438
"ZFR"	"ZFR"	-2.28838484349263	5.79857961778264e-07	1595.20689655172	333.568965517241	3650.44728430387
"TSPYL1"	"TSPYL1"	-2.28629411937365	5.92024637622569e-07	31407.6034482759	7406.03448275862	71807.0190674127
"GMFB"	"GMFB"	2.28495111454899	6.03539457459358e-07	283.362068965517	1400.29310344828	647.468475303665
"HSD3B1"	"HSD3B1"	-2.28293602596867	6.17243633512429e-07	1605.18965517241	370.413793103448	3664.54529230532
"PIK3C2A"	"PIK3C2A"	-2.28147014234197	6.33965398422645e-07	714.51724137931	143.137931034483	1630.14975239545
"ROCK2"	"ROCK2"	-2.27794376658694	6.55653854623543e-07	2480.10344827586	524.689655172414	5649.53619049077
"TRIP10"	"TRIP10"	2.27245946759006	7.04291846816048e-07	178.965517241379	919.086206896552	406.691884027324
"IRX2"	"IRX2"	2.27158816388247	7.06566870373444e-07	21788.4655172414	99565.6206896552	49494.4203781268
"BAG2"	"BAG2"	-2.27178702072071	7.08362051393249e-07	1188.79310344828	229.931034482759	2700.68474273608
"MIDN"	"MIDN"	-2.26775362960268	7.41034342540722e-07	1581.39655172414	375.568965517241	3586.21777001358
"CXCL11"	"CXCL11"	-2.26745546603828	7.48338113283329e-07	503.01724137931	107.568965517241	1140.56919347701
"NOM1"	"NOM1"	-2.26402672238928	7.72740024611426e-07	47170.8275862069	10038.2413793103	106796.01417239
"STK31"	"STK31"	-2.26405148252866	7.74650241260387e-07	757.155172413793	182.155172413793	1714.2382906077
"PROM1"	"PROM1"	-2.26341363024906	7.75960039847692e-07	1340.8275862069	298.431034482759	3034.84743443463
"LRP2"	"LRP2"	2.26399789058926	7.81375611800263e-07	78.4137931034483	398.5	177.528662179309
"CTNNB1"	"CTNNB1"	2.26158941567958	7.92326156978091e-07	2547.87931034483	11581.4655172414	5762.25688070484
"ECE1"	"ECE1"	-2.26117679922417	7.96872268085641e-07	2903.94827586207	459.086206896552	6566.34046752635
"TCTN3"	"TCTN3"	-2.26080267314243	7.98071017290883e-07	14112.3965517241	3054.8275862069	31905.3438485839
"MT1X"	"MT1X"	2.25713951299034	8.34050732103944e-07	68029.4482758621	312777.568965517	153551.955750381
"FCN2"	"FCN2"	-2.25694282892682	8.3514360361811e-07	25327.6379310345	5342.29310344828	57163.0308021032
"KCNQ1DN"	"KCNQ1DN"	2.25398942339522	8.71650371729954e-07	142.637931034483	791.810344827586	321.5043879267
"CYP27B1"	"CYP27B1"	-2.25310577677729	8.73410856525746e-07	3477382.77586207	784334.379310345	7834911.22036067
"C1orf194"	"C1orf194"	2.25323796811372	8.73410856525746e-07	188.258620689655	871.637931034483	424.19147196265
"PTGES3"	"PTGES3"	2.25131275461612	8.90945666367815e-07	39881.0517241379	195833.034482759	89784.7204140569
