"x"
"1"	"ETV4 -> RARA"
"2"	"TFCP2L1 -> SMAD9"
"3"	"TFCP2L1 -> HEY2"
"4"	"TFCP2L1 -> RXRG"
"5"	"ZFP36L2 -> ZFPM2"
"6"	"ZFP36L2 -> SOX5"
"7"	"ZFP36L2 -> RXRG"
"8"	"ZKSCAN5 -> MAFB"
"9"	"ZKSCAN5 -> RXRG"
"10"	"ZKSCAN5 -> ZHX3"
"11"	"ID4 -> RXRG"
"12"	"NR1D1 -> ZNF581"
"13"	"SMAD9 -> RXRG"
"14"	"HEY2 -> RXRG"
"15"	"SREBF1 -> RXRG"
"16"	"SREBF1 -> RARA"
"17"	"TFCP2L1 -> ETV4"
"18"	"SREBF1 -> ETV4"
"19"	"RARA -> HES6"
"20"	"RARA -> SOX5"
